titles,text_author,а,без,бы,был,было,быть,в,вам,вас,во,вот,все,вы,да,даже,для,до,его,ее,ему,если,есть,еще,же,за,и,из,или,к,как,когда,ли,меня,мне,мы,на,не,него,нет,ни,ничего,но,ну,о,он,она,от,по,под,раз,с,себе,себя,со,так,теперь,то,только,тут,ты,у,уже,чего,человек,чем,что,это,я
Господа обыватели,Чехов,0.013143483023001095,0.001095290251916758,0.0065717415115005475,0,0,0.002190580503833516,0.02190580503833516,0.0032858707557502738,0.001095290251916758,0.0032858707557502738,0.002190580503833516,0.00547645125958379,0.0032858707557502738,0.004381161007667032,0.001095290251916758,0.0032858707557502738,0.001095290251916758,0.002190580503833516,0,0.001095290251916758,0.00547645125958379,0.001095290251916758,0.002190580503833516,0.00547645125958379,0.0076670317634173054,0.029572836801752465,0.001095290251916758,0.001095290251916758,0.004381161007667032,0.004381161007667032,0,0.004381161007667032,0.001095290251916758,0.0065717415115005475,0.002190580503833516,0.015334063526834611,0.019715224534501644,0.001095290251916758,0.0032858707557502738,0.002190580503833516,0.001095290251916758,0.0065717415115005475,0,0.002190580503833516,0.001095290251916758,0,0,0.0065717415115005475,0.001095290251916758,0.001095290251916758,0.012048192771084338,0.0032858707557502738,0.004381161007667032,0,0.00547645125958379,0.004381161007667032,0.0076670317634173054,0.009857612267250822,0.004381161007667032,0.004381161007667032,0.0076670317634173054,0.001095290251916758,0.001095290251916758,0.002190580503833516,0.001095290251916758,0.013143483023001095,0.01095290251916758,0.014238773274917854
Гость,Чехов,0.010064043915827997,0,0.0054894784995425435,0.0036596523330283625,0.0027447392497712718,0,0.039341262580054895,0.0036596523330283625,0.006404391582799634,0,0.004574565416285453,0.0018298261665141812,0.006404391582799634,0.0018298261665141812,0,9.149130832570906e-4,0.004574565416285453,0.0027447392497712718,0,0.0018298261665141812,9.149130832570906e-4,0,0.0027447392497712718,0.0027447392497712718,0,0.026532479414455627,0.0018298261665141812,9.149130832570906e-4,0.0036596523330283625,0.007319304666056725,0.0027447392497712718,0.0027447392497712718,0.010064043915827997,0.007319304666056725,0.0036596523330283625,0.010064043915827997,0.018298261665141813,0.0027447392497712718,0.0036596523330283625,0.0036596523330283625,0,0.0018298261665141812,0.0054894784995425435,0.0027447392497712718,0.010978956999085087,0,9.149130832570906e-4,0.0018298261665141812,0.0054894784995425435,0,0.011893870082342177,0,0,9.149130832570906e-4,0.008234217749313814,0.004574565416285453,0.0054894784995425435,0.004574565416285453,0,9.149130832570906e-4,0.012808783165599268,0.0018298261665141812,0.0018298261665141812,0,0.0036596523330283625,0.011893870082342177,9.149130832570906e-4,0.0192131747483989
Гречневая каша сама себя хвалит,Чехов,0.003937007874015748,0,0,0,0,0,0.015748031496062992,0,0,0,0,0.003937007874015748,0.003937007874015748,0,0,0.003937007874015748,0,0,0.007874015748031496,0.003937007874015748,0.003937007874015748,0.007874015748031496,0.003937007874015748,0.007874015748031496,0,0.03937007874015748,0.011811023622047244,0,0.003937007874015748,0.007874015748031496,0,0.003937007874015748,0,0,0.023622047244094488,0.023622047244094488,0.01968503937007874,0,0,0.007874015748031496,0,0,0,0,0,0,0.003937007874015748,0,0,0,0,0,0.003937007874015748,0.003937007874015748,0,0,0.003937007874015748,0,0,0,0.015748031496062992,0,0,0,0,0.011811023622047244,0,0
Грешник из Толедо,Чехов,0.0023767082590612004,5.941770647653001e-4,0.013071895424836602,0.0059417706476530005,0.0017825311942959,5.941770647653001e-4,0.03208556149732621,5.941770647653001e-4,0,0.0029708853238265003,0,0.0017825311942959,0,0,5.941770647653001e-4,0.0011883541295306002,0.004753416518122401,0.0071301247771836,0.011883541295306001,0.0029708853238265003,0.007724301841948901,0,0.0017825311942959,0.0029708853238265003,0.004753416518122401,0.038621509209744505,0.0059417706476530005,0.0017825311942959,0.0041592394533571005,0.006535947712418301,0.0023767082590612004,5.941770647653001e-4,0.0011883541295306002,0.0011883541295306002,0.0017825311942959,0.009506833036244802,0.021984551396316103,5.941770647653001e-4,0.0023767082590612004,0.0029708853238265003,0.0011883541295306002,0.0059417706476530005,0,0.004753416518122401,0.009506833036244802,0.014854426619132501,0.008318478906714201,0.004753416518122401,0.0017825311942959,0.0023767082590612004,0.007724301841948901,0,0.0035650623885918,0,0.0011883541295306002,0.0017825311942959,0.008912655971479501,0.0035650623885918,0,0.006535947712418301,0.0011883541295306002,0.0029708853238265003,0,0.0023767082590612004,0.0011883541295306002,0.013666072489601902,0.0035650623885918,0.010101010101010102
ГРИШКА ЖИГАН,Зощенко,0.026688907422852376,8.340283569641367e-4,0.0016680567139282735,0.0016680567139282735,8.340283569641367e-4,0,0.011676396997497914,0.0025020850708924102,0,8.340283569641367e-4,0.0025020850708924102,0.003336113427856547,0,0.010842368640533779,0.003336113427856547,0,0.005838198498748957,0.005838198498748957,0.0016680567139282735,0.0016680567139282735,0.0050041701417848205,0.003336113427856547,0.0016680567139282735,0.004170141784820684,0.003336113427856547,0.05337781484570475,0.0016680567139282735,8.340283569641367e-4,0.004170141784820684,0.004170141784820684,8.340283569641367e-4,0.0025020850708924102,0.008340283569641367,0.004170141784820684,0,0.020016680567139282,0.01834862385321101,0,0.0025020850708924102,0,0.0016680567139282735,0.0016680567139282735,0.006672226855713094,8.340283569641367e-4,0.010842368640533779,0.003336113427856547,0.0025020850708924102,8.340283569641367e-4,0.0016680567139282735,0,0.006672226855713094,0,8.340283569641367e-4,8.340283569641367e-4,0.005838198498748957,0.0016680567139282735,0.01751459549624687,0.005838198498748957,0.005838198498748957,0.005838198498748957,0.008340283569641367,8.340283569641367e-4,8.340283569641367e-4,8.340283569641367e-4,8.340283569641367e-4,0.008340283569641367,0.010842368640533779,0.0050041701417848205
Гусиный разговор,Чехов,0,0,0.010582010582010581,0,0.0026455026455026454,0,0.021164021164021163,0,0.0026455026455026454,0,0.0026455026455026454,0.0026455026455026454,0.007936507936507936,0.0026455026455026454,0.0026455026455026454,0.007936507936507936,0.005291005291005291,0,0,0,0.0026455026455026454,0,0.007936507936507936,0.013227513227513227,0.0026455026455026454,0.042328042328042326,0.005291005291005291,0.0026455026455026454,0.0026455026455026454,0.007936507936507936,0.0026455026455026454,0,0,0,0.010582010582010581,0.013227513227513227,0.021164021164021163,0,0.0026455026455026454,0,0.005291005291005291,0.010582010582010581,0.0026455026455026454,0.0026455026455026454,0.0026455026455026454,0,0.0026455026455026454,0.0026455026455026454,0,0.0026455026455026454,0.007936507936507936,0.0026455026455026454,0,0.0026455026455026454,0.010582010582010581,0,0.005291005291005291,0.005291005291005291,0.0026455026455026454,0.0026455026455026454,0.005291005291005291,0,0,0,0,0.010582010582010581,0.005291005291005291,0
Дачники,Чехов,0.012,0.002,0.002,0.002,0.004,0,0.008,0,0,0,0.006,0.004,0,0.002,0.002,0,0.002,0,0.004,0,0,0.002,0,0,0.018,0.058,0.01,0,0.014,0.01,0.002,0,0,0,0.004,0.018,0.01,0,0.004,0,0,0,0,0.004,0.004,0.01,0.002,0.004,0.002,0,0.016,0,0,0.002,0.002,0,0.006,0,0,0.006,0.008,0.002,0,0,0,0.016,0.008,0
Дачница,Чехов,0.0014064697609001407,0,0,0,0,0.0014064697609001407,0.029535864978902954,0,0.0014064697609001407,0.0028129395218002813,0,0.009845288326300985,0,0,0.0028129395218002813,0,0.0014064697609001407,0.0028129395218002813,0.005625879043600563,0,0.0014064697609001407,0.0014064697609001407,0,0.004219409282700422,0.009845288326300985,0.04781997187060478,0.005625879043600563,0.0014064697609001407,0.0014064697609001407,0.004219409282700422,0,0.0028129395218002813,0,0,0,0.012658227848101266,0.01828410689170183,0.004219409282700422,0.0028129395218002813,0.0028129395218002813,0.0028129395218002813,0.007032348804500703,0,0.007032348804500703,0.026722925457102673,0.011251758087201125,0.007032348804500703,0.004219409282700422,0,0,0.014064697609001406,0,0,0.004219409282700422,0.0014064697609001407,0.0028129395218002813,0.0028129395218002813,0.004219409282700422,0,0,0.007032348804500703,0.0014064697609001407,0,0,0.0014064697609001407,0.012658227848101266,0.0028129395218002813,0.0014064697609001407
Два газетчика,Чехов,0.01053864168618267,0,0.01990632318501171,0,0.00234192037470726,0.00117096018735363,0.02927400468384075,0.00117096018735363,0,0.00351288056206089,0.00468384074941452,0.01053864168618267,0,0.00585480093676815,0.00351288056206089,0.00234192037470726,0.00117096018735363,0.00468384074941452,0,0,0.00468384074941452,0.00117096018735363,0.00117096018735363,0.00351288056206089,0.00468384074941452,0.03981264637002342,0,0.00585480093676815,0.00234192037470726,0.00702576112412178,0.00117096018735363,0.00351288056206089,0,0.00234192037470726,0,0.01990632318501171,0.01873536299765808,0.00117096018735363,0.00819672131147541,0.00351288056206089,0.00585480093676815,0,0.00585480093676815,0.01639344262295082,0.00585480093676815,0,0.00117096018735363,0.00585480093676815,0,0.00234192037470726,0.00468384074941452,0.00117096018735363,0.00117096018735363,0,0.00117096018735363,0,0.00702576112412178,0,0.00234192037470726,0.0117096018735363,0.00468384074941452,0.00117096018735363,0.00117096018735363,0.00117096018735363,0.0117096018735363,0.01756440281030445,0.01053864168618267,0.0117096018735363
Два письма,Чехов,0.0021598272138228943,0,0.0021598272138228943,0.0021598272138228943,0,0,0.02159827213822894,0.004319654427645789,0,0.0021598272138228943,0,0.004319654427645789,0.004319654427645789,0,0.004319654427645789,0.0021598272138228943,0,0.008639308855291577,0.0064794816414686825,0,0.0021598272138228943,0,0.004319654427645789,0.0064794816414686825,0.01079913606911447,0.06047516198704104,0.0021598272138228943,0,0.008639308855291577,0.004319654427645789,0.008639308855291577,0.008639308855291577,0.01511879049676026,0.01079913606911447,0,0.0064794816414686825,0.008639308855291577,0.0021598272138228943,0,0.0021598272138228943,0,0.008639308855291577,0,0.0021598272138228943,0.008639308855291577,0.0064794816414686825,0.0021598272138228943,0.004319654427645789,0,0.0021598272138228943,0.004319654427645789,0.0021598272138228943,0.0021598272138228943,0.0021598272138228943,0.004319654427645789,0.004319654427645789,0.0021598272138228943,0.0064794816414686825,0,0.004319654427645789,0.01079913606911447,0.004319654427645789,0,0.004319654427645789,0,0.01511879049676026,0.0021598272138228943,0.02159827213822894
Два романа,Чехов,0.0037243947858473,0,0,0.0037243947858473,0,0,0.01303538175046555,0,0,0.00558659217877095,0,0,0,0,0.00186219739292365,0,0,0,0.00931098696461825,0,0.00186219739292365,0.00186219739292365,0.0037243947858473,0.00186219739292365,0.0037243947858473,0.040968342644320296,0.0037243947858473,0,0.00186219739292365,0.00186219739292365,0.00558659217877095,0,0.0037243947858473,0.00558659217877095,0,0.01675977653631285,0.0223463687150838,0.0037243947858473,0.00186219739292365,0.00186219739292365,0,0.0037243947858473,0,0,0.00186219739292365,0.00558659217877095,0.00186219739292365,0.00558659217877095,0.00186219739292365,0.00186219739292365,0.0074487895716946,0.0037243947858473,0.00186219739292365,0.00186219739292365,0.0074487895716946,0,0.00186219739292365,0.00558659217877095,0,0.0037243947858473,0.00558659217877095,0.00558659217877095,0,0,0,0.0037243947858473,0.00186219739292365,0.0260707635009311
Два скандала,Чехов,0.005111821086261981,9.584664536741214e-4,0.004153354632587859,0.0025559105431309905,0.005431309904153354,3.194888178913738e-4,0.020766773162939296,6.389776357827476e-4,9.584664536741214e-4,0.0022364217252396168,0,0.0025559105431309905,0.0038338658146964857,9.584664536741214e-4,6.389776357827476e-4,9.584664536741214e-4,0.001597444089456869,0.014057507987220448,0.017891373801916934,9.584664536741214e-4,0.003514376996805112,3.194888178913738e-4,6.389776357827476e-4,0.0038338658146964857,0.007348242811501597,0.054313099041533544,0.0044728434504792336,0.0022364217252396168,0.007028753993610224,0.0060702875399361025,0.005750798722044728,9.584664536741214e-4,0.001597444089456869,6.389776357827476e-4,9.584664536741214e-4,0.021086261980830672,0.021725239616613417,0.0019169329073482429,3.194888178913738e-4,9.584664536741214e-4,0.0012779552715654952,0.007028753993610224,6.389776357827476e-4,0.003194888178913738,0.025559105431309903,0.022044728434504793,0.005750798722044728,0.005750798722044728,0.0022364217252396168,0.0012779552715654952,0.00926517571884984,0.0012779552715654952,0.0022364217252396168,0.0025559105431309905,0.0022364217252396168,0.0012779552715654952,0.004792332268370607,0.001597444089456869,3.194888178913738e-4,0.0019169329073482429,0.003514376996805112,0.001597444089456869,3.194888178913738e-4,6.389776357827476e-4,6.389776357827476e-4,0.008626198083067093,0.0038338658146964857,0.005111821086261981
Двадцать девятое июня,Чехов,0.016145833333333335,5.208333333333333e-4,0.0026041666666666665,0.0015625,0.0020833333333333333,5.208333333333333e-4,0.016666666666666666,0.004166666666666667,0.003125,0,0.0046875,0.005729166666666666,0.014583333333333334,0.0020833333333333333,5.208333333333333e-4,0.0020833333333333333,0.0015625,0.003125,0,5.208333333333333e-4,0.0015625,0.0020833333333333333,5.208333333333333e-4,0.007291666666666667,0.0067708333333333336,0.052083333333333336,0.00625,5.208333333333333e-4,0.005208333333333333,0.005729166666666666,0.0020833333333333333,0.0020833333333333333,5.208333333333333e-4,0.0010416666666666667,0.014583333333333334,0.011458333333333333,0.0359375,5.208333333333333e-4,0.0010416666666666667,0,0.0010416666666666667,0.0026041666666666665,0.0010416666666666667,0,0.008333333333333333,0.0010416666666666667,0.0020833333333333333,0.0036458333333333334,0,0,0.014583333333333334,0.0010416666666666667,0.0010416666666666667,5.208333333333333e-4,0.0067708333333333336,5.208333333333333e-4,0.005729166666666666,0.003125,0,0.0046875,0.0026041666666666665,5.208333333333333e-4,0.0020833333333333333,0.0020833333333333333,0.0020833333333333333,0.013020833333333334,0.005729166666666666,0.022916666666666665
Двадцать шесть,Чехов,0.005763688760806916,0,0,0,0,0,0.03170028818443804,0,0,0.002881844380403458,0.002881844380403458,0.005763688760806916,0,0,0,0.002881844380403458,0.002881844380403458,0.002881844380403458,0.002881844380403458,0,0,0,0.002881844380403458,0.025936599423631124,0.008645533141210375,0.023054755043227664,0.005763688760806916,0,0.002881844380403458,0.002881844380403458,0,0,0,0.002881844380403458,0,0.020172910662824207,0.01729106628242075,0,0,0,0,0.002881844380403458,0,0.008645533141210375,0.005763688760806916,0.005763688760806916,0.005763688760806916,0.005763688760806916,0,0,0.005763688760806916,0,0,0,0.005763688760806916,0.005763688760806916,0.008645533141210375,0,0.002881844380403458,0,0,0,0,0,0,0.008645533141210375,0.002881844380403458,0.002881844380403458
Двое в одном,Чехов,0.005067567567567568,0,0.006756756756756757,0.013513513513513514,0,0.0033783783783783786,0.018581081081081082,0.0033783783783783786,0.006756756756756757,0,0.0016891891891891893,0.0016891891891891893,0.0033783783783783786,0.0033783783783783786,0.0016891891891891893,0.005067567567567568,0,0.018581081081081082,0,0.0016891891891891893,0,0,0,0.0016891891891891893,0.0033783783783783786,0.04054054054054054,0.0033783783783783786,0.0033783783783783786,0.0016891891891891893,0.006756756756756757,0.0033783783783783786,0.0016891891891891893,0.006756756756756757,0.0033783783783783786,0.0016891891891891893,0.028716216216216218,0.03885135135135135,0.0033783783783783786,0.006756756756756757,0,0,0.006756756756756757,0,0.0016891891891891893,0.03209459459459459,0,0.0016891891891891893,0.0033783783783783786,0,0.0016891891891891893,0.008445945945945946,0.0016891891891891893,0.0016891891891891893,0,0.0033783783783783786,0.0016891891891891893,0,0.0033783783783783786,0,0.005067567567567568,0.005067567567567568,0.0016891891891891893,0.0016891891891891893,0.0016891891891891893,0.0016891891891891893,0.006756756756756757,0.02364864864864865,0.028716216216216218
Дело о 1884 годе,Чехов,0.003125,0,0,0.00625,0.003125,0,0.046875,0,0.003125,0.00625,0,0.00625,0.003125,0,0,0.003125,0,0,0,0,0.00625,0,0,0.00625,0.003125,0.01875,0.0125,0,0.003125,0.003125,0.00625,0,0.009375,0.00625,0,0.01875,0.028125,0,0,0.003125,0.00625,0,0,0.009375,0.003125,0,0,0.0125,0,0,0.003125,0,0,0.003125,0,0,0.00625,0,0,0,0,0.003125,0,0,0.003125,0.034375,0.003125,0.015625
"Депутат, или Повесть о том, как у Дездемонова 25 рублей пропало",Чехов,0.017524644030668127,0.001095290251916758,0.001095290251916758,0.001095290251916758,0,0,0.023001095290251915,0.001095290251916758,0.002190580503833516,0.004381161007667032,0,0.0065717415115005475,0.001095290251916758,0.002190580503833516,0.002190580503833516,0,0,0.002190580503833516,0.0032858707557502738,0.0076670317634173054,0.001095290251916758,0.002190580503833516,0,0.00547645125958379,0.0032858707557502738,0.03723986856516977,0.0032858707557502738,0.00547645125958379,0.002190580503833516,0.0076670317634173054,0.0065717415115005475,0.002190580503833516,0.002190580503833516,0.001095290251916758,0.008762322015334063,0.0076670317634173054,0.038335158817086525,0,0.002190580503833516,0.002190580503833516,0.0032858707557502738,0.0065717415115005475,0.0032858707557502738,0.0032858707557502738,0.014238773274917854,0.001095290251916758,0.004381161007667032,0.008762322015334063,0.002190580503833516,0,0.01095290251916758,0.001095290251916758,0.002190580503833516,0.002190580503833516,0.009857612267250822,0.002190580503833516,0.0076670317634173054,0.008762322015334063,0,0.004381161007667032,0.008762322015334063,0.002190580503833516,0.004381161007667032,0.001095290251916758,0.002190580503833516,0.012048192771084338,0.0076670317634173054,0.014238773274917854
Детвора,Чехов,0.005509641873278237,0.0013774104683195593,0.0027548209366391185,6.887052341597796e-4,6.887052341597796e-4,0.0013774104683195593,0.023415977961432508,0,0,6.887052341597796e-4,0.0013774104683195593,0.0027548209366391185,6.887052341597796e-4,6.887052341597796e-4,6.887052341597796e-4,0.003443526170798898,0.0013774104683195593,0.005509641873278237,0.005509641873278237,0.003443526170798898,0.002066115702479339,0.0013774104683195593,0.0013774104683195593,0.002066115702479339,0.008953168044077135,0.046831955922865015,0.006198347107438017,6.887052341597796e-4,0.0048209366391184574,0.006198347107438017,6.887052341597796e-4,0.0013774104683195593,0.0027548209366391185,0.003443526170798898,0,0.02134986225895317,0.02066115702479339,0.0048209366391184574,0.005509641873278237,0.0048209366391184574,6.887052341597796e-4,0.006198347107438017,0.0013774104683195593,6.887052341597796e-4,0.014462809917355372,0.0048209366391184574,0.002066115702479339,0.006887052341597796,6.887052341597796e-4,0.0013774104683195593,0.009641873278236915,6.887052341597796e-4,0.0013774104683195593,0,0.0027548209366391185,6.887052341597796e-4,0.0027548209366391185,0.0027548209366391185,6.887052341597796e-4,0,0.013085399449035813,0.003443526170798898,0.0013774104683195593,6.887052341597796e-4,0,0.008953168044077135,0.005509641873278237,0.006887052341597796
ДЕШЕВАЯ РАСПРОДАЖА,Зощенко,0.025974025974025976,0,0.00974025974025974,0.003246753246753247,0.003246753246753247,0,0.01948051948051948,0,0,0.003246753246753247,0.006493506493506494,0.00974025974025974,0,0.003246753246753247,0.003246753246753247,0,0.003246753246753247,0.003246753246753247,0,0.003246753246753247,0,0.012987012987012988,0.003246753246753247,0.003246753246753247,0.006493506493506494,0.045454545454545456,0.003246753246753247,0.003246753246753247,0.006493506493506494,0,0,0.003246753246753247,0,0,0.003246753246753247,0.006493506493506494,0.02922077922077922,0.003246753246753247,0.006493506493506494,0.006493506493506494,0,0.006493506493506494,0.006493506493506494,0,0.003246753246753247,0,0.003246753246753247,0.003246753246753247,0.006493506493506494,0.006493506493506494,0.00974025974025974,0,0,0,0.006493506493506494,0,0.01948051948051948,0.006493506493506494,0.012987012987012988,0,0.006493506493506494,0,0.006493506493506494,0,0,0.006493506493506494,0.016233766233766232,0
Дипломат,Чехов,0.018691588785046728,8.496176720475786e-4,0.009345794392523364,0.002548853016142736,0.002548853016142736,0.0016992353440951572,0.016992353440951572,0,0.0016992353440951572,8.496176720475786e-4,8.496176720475786e-4,0.006796941376380629,0.0076465590484282074,0.0076465590484282074,0,0,0,0.0033984706881903144,0.006796941376380629,0.0016992353440951572,8.496176720475786e-4,0.0076465590484282074,0.002548853016142736,0.0076465590484282074,0.010195412064570943,0.044180118946474084,0.002548853016142736,0,0.013593882752761258,0.009345794392523364,0.0016992353440951572,0.0033984706881903144,0.006796941376380629,0.002548853016142736,0,0.013593882752761258,0.041631265930331354,0,8.496176720475786e-4,0.0033984706881903144,0.0016992353440951572,0.0016992353440951572,0.004248088360237893,8.496176720475786e-4,0.008496176720475786,0.010195412064570943,8.496176720475786e-4,0.004248088360237893,0,0.002548853016142736,0.009345794392523364,0.0016992353440951572,0.0016992353440951572,0,0.008496176720475786,0.0016992353440951572,0.015293118096856415,0.005097706032285472,0.0016992353440951572,0.011045029736618521,0.005097706032285472,8.496176720475786e-4,0.0016992353440951572,0.0016992353440951572,0.0016992353440951572,0.018691588785046728,0.0016992353440951572,0.016142735768903994
Добродетельный кабатчик,Чехов,0.004228329809725159,0.004228329809725159,0.006342494714587738,0.0021141649048625794,0.0021141649048625794,0,0.023255813953488372,0.0021141649048625794,0,0.004228329809725159,0,0.012684989429175475,0.006342494714587738,0.0021141649048625794,0.0021141649048625794,0,0,0.006342494714587738,0,0,0,0.0021141649048625794,0.004228329809725159,0.0021141649048625794,0.006342494714587738,0.05919661733615222,0,0,0,0.0021141649048625794,0.0021141649048625794,0,0.006342494714587738,0.012684989429175475,0,0.016913319238900635,0.016913319238900635,0,0,0,0,0.0021141649048625794,0.0021141649048625794,0.004228329809725159,0.012684989429175475,0,0.0021141649048625794,0.0021141649048625794,0,0.004228329809725159,0.004228329809725159,0,0.0021141649048625794,0,0.0021141649048625794,0.012684989429175475,0.016913319238900635,0.004228329809725159,0,0.0021141649048625794,0.010570824524312896,0,0.0021141649048625794,0,0,0.008456659619450317,0.0021141649048625794,0.016913319238900635
Добрый знакомый,Чехов,0.0078125,0,0.0078125,0,0.0026041666666666665,0.0026041666666666665,0.018229166666666668,0,0.0078125,0,0,0.0026041666666666665,0.0078125,0.0026041666666666665,0.0026041666666666665,0.0026041666666666665,0.0026041666666666665,0.010416666666666666,0.010416666666666666,0.0026041666666666665,0,0,0,0.0026041666666666665,0.013020833333333334,0.057291666666666664,0,0.0026041666666666665,0.005208333333333333,0.0026041666666666665,0.005208333333333333,0,0.0078125,0.015625,0,0.0234375,0.013020833333333334,0.0026041666666666665,0,0.0026041666666666665,0,0.005208333333333333,0.0026041666666666665,0.005208333333333333,0.0078125,0.0026041666666666665,0.005208333333333333,0.0078125,0.005208333333333333,0,0.015625,0,0,0,0.0078125,0,0.013020833333333334,0,0,0.0026041666666666665,0.010416666666666666,0,0,0.005208333333333333,0.0026041666666666665,0.010416666666666666,0.0026041666666666665,0.020833333333333332
ДОКТОР МЕДИЦИНЫ,Зощенко,0.00949367088607595,0.0010548523206751054,0.0010548523206751054,0.0010548523206751054,0,0.0010548523206751054,0.02531645569620253,0.0031645569620253164,0.002109704641350211,0.002109704641350211,0.013713080168776372,0.007383966244725738,0.0010548523206751054,0.005274261603375527,0.0010548523206751054,0,0.002109704641350211,0.004219409282700422,0,0.002109704641350211,0,0.004219409282700422,0.0031645569620253164,0,0.006329113924050633,0.0379746835443038,0.006329113924050633,0.0031645569620253164,0.002109704641350211,0.007383966244725738,0,0.0010548523206751054,0.0031645569620253164,0.005274261603375527,0.0031645569620253164,0.013713080168776372,0.014767932489451477,0.0031645569620253164,0,0.0010548523206751054,0.002109704641350211,0.0031645569620253164,0.002109704641350211,0.002109704641350211,0.005274261603375527,0,0,0.007383966244725738,0.004219409282700422,0,0.016877637130801686,0,0,0.002109704641350211,0.002109704641350211,0,0.010548523206751054,0.0010548523206751054,0.004219409282700422,0.0010548523206751054,0.008438818565400843,0.0010548523206751054,0.007383966244725738,0.0031645569620253164,0.002109704641350211,0.005274261603375527,0.006329113924050633,0.00949367088607595
Дорогая собака,Чехов,0.013215859030837005,0.0014684287812041115,0.007342143906020558,0,0.0014684287812041115,0.004405286343612335,0.00881057268722467,0.007342143906020558,0.00881057268722467,0.002936857562408223,0,0.0014684287812041115,0.01908957415565345,0.0014684287812041115,0.0014684287812041115,0.0014684287812041115,0.0014684287812041115,0,0.002936857562408223,0,0.002936857562408223,0,0.00881057268722467,0.010279001468428781,0.013215859030837005,0.030837004405286344,0,0.002936857562408223,0.0014684287812041115,0.0014684287812041115,0.002936857562408223,0.0014684287812041115,0.005873715124816446,0.007342143906020558,0,0.00881057268722467,0.0381791483113069,0.0014684287812041115,0.00881057268722467,0.004405286343612335,0.0014684287812041115,0.005873715124816446,0.007342143906020558,0,0.002936857562408223,0.002936857562408223,0.0014684287812041115,0.002936857562408223,0,0.0014684287812041115,0.010279001468428781,0.002936857562408223,0,0.0014684287812041115,0.010279001468428781,0,0.011747430249632892,0.002936857562408223,0.0014684287812041115,0.0014684287812041115,0.010279001468428781,0.0014684287812041115,0.0014684287812041115,0,0,0.013215859030837005,0.005873715124816446,0.011747430249632892
Дочь Альбиона,Чехов,0.011472275334608031,0,0.006692160611854685,0,0,0.0028680688336520078,0.015296367112810707,9.560229445506692e-4,9.560229445506692e-4,9.560229445506692e-4,0.0019120458891013384,0.0057361376673040155,0,0.004780114722753346,0,9.560229445506692e-4,0,0.0038240917782026767,0.0076481835564053535,0,9.560229445506692e-4,0,0.0028680688336520078,0.0028680688336520078,0.0076481835564053535,0.04684512428298279,0.0019120458891013384,9.560229445506692e-4,0.0076481835564053535,0.011472275334608031,0,0,0.004780114722753346,0.0038240917782026767,0,0.02198852772466539,0.020076481835564052,0.0019120458891013384,9.560229445506692e-4,0.0038240917782026767,9.560229445506692e-4,9.560229445506692e-4,0.004780114722753346,0.0019120458891013384,0.006692160611854685,0.0057361376673040155,0.006692160611854685,0.0076481835564053535,0.0028680688336520078,0.0019120458891013384,0.02198852772466539,0,0.0028680688336520078,0,0.0019120458891013384,9.560229445506692e-4,0.0028680688336520078,9.560229445506692e-4,0,0.0124282982791587,0.004780114722753346,9.560229445506692e-4,0,0.0019120458891013384,0.0019120458891013384,0.009560229445506692,0.0057361376673040155,0.006692160611854685
Дочь коммерции советника,Чехов,0.007172131147540984,0.0020491803278688526,0.0010245901639344263,0.0020491803278688526,0.0010245901639344263,0,0.02459016393442623,0.0030737704918032786,0.006147540983606557,0.004098360655737705,0.0020491803278688526,0.005122950819672131,0.011270491803278689,0.004098360655737705,0,0.0010245901639344263,0,0.0010245901639344263,0.007172131147540984,0.0010245901639344263,0,0.0030737704918032786,0,0.005122950819672131,0.011270491803278689,0.04918032786885246,0.004098360655737705,0,0.00819672131147541,0.0030737704918032786,0.0010245901639344263,0.0010245901639344263,0.007172131147540984,0.005122950819672131,0.005122950819672131,0.012295081967213115,0.014344262295081968,0,0.0010245901639344263,0.0020491803278688526,0.0020491803278688526,0.0030737704918032786,0.0010245901639344263,0.0020491803278688526,0.0010245901639344263,0.006147540983606557,0.0020491803278688526,0.006147540983606557,0.0020491803278688526,0.0030737704918032786,0.017418032786885244,0.0030737704918032786,0.004098360655737705,0.0010245901639344263,0.0010245901639344263,0,0.007172131147540984,0.0020491803278688526,0,0.0030737704918032786,0.0030737704918032786,0.0020491803278688526,0,0,0.0010245901639344263,0.006147540983606557,0.005122950819672131,0.02971311475409836
