name,code,latitude,longitude
Нерюнгринский район,98111,56.713252,126.283357
Мари-Турекский район,88224,56.712387,49.822847
Чайковский район,86043,56.710465,54.360256
Городецкий район,22228,56.710381,43.624544
Завьяловский район,94216,56.706918,53.280274
Дегтярск,6548451,56.698463,60.086674
Чкаловский район,22255,56.679529,43.068073
Каларский район,76215,56.667547,118.090057
Андреапольский район,28202,56.664435,32.165769
Талдомский,46254,56.660532,37.635206
Опочецкий район,58229,56.648226,28.820074
Конаковский район,28230,56.646816,36.599916
Большеулуйский район,4211,56.643748,90.677373
Йошкар-Ола,88401,56.632729,47.895638
Гаврилово-Посадский район,24203,56.628079,40.101881
Торопенский район,28255,56.618423,31.410357
Красноуфимск,654681,56.617744,57.770692
Пестяковский район,24219,56.61078,42.604624
Северск,80419,56.603185,84.880913
Нижнесергиский р-н,652281,56.600505,59.461815
Килемарский район,88216,56.596862,47.043325
Белоярский р-н,652091,56.596327,61.304754
Малмыжский район,33223,56.593904,50.698947
Медведевский район,88228,56.593755,47.693571
Калининский район,28220,56.591664,35.966846
Томский,69254,56.588749,84.590739
Савинский район,24225,56.579147,41.298572
Сухобузимский район,4251,56.57706,93.768171
Южский район,24235,56.570514,42.033762
Исетский район,712241,56.561086,65.435315
Юринский район,88256,56.552087,46.073064
Малопургинский район,94233,56.549249,52.771307
Куединский район,85959,56.540892,55.215713
Чернушинский район,86010,56.536713,56.171026
Юрьев-Полский район,17256,56.535185,39.703865
Шатровский район,37240,56.517291,64.707536
Заводоуковский район,712221,56.511103,66.793344
Старицкий район,28253,56.501998,35.1363
Октябрьский район,85971,56.500045,56.957249
Томск,80420,56.48466,84.948179
Балахнинский район,22205,56.466703,43.40681
Сарапул,94440,56.461621,53.803678
Сергиево-Посадский,46215,56.458328,38.093087
Можгинский район,94235,56.456647,52.061
Северный район,50244,56.455781,78.865794
Голышмановский район,712181,56.449519,68.419043
Полевской,654821,56.446499,60.177072
Можга,94430,56.442802,52.213839
Моркинский район,88232,56.442239,48.945095
Омутинский район,712341,56.437681,67.612949
Сысертский,652411,56.432635,60.805407
Александровский район,17205,56.432167,38.723596
Балтасинский район,92215,56.431709,50.27841
Дмитровский,46208,56.43151,37.431828
Новосокольнический район,58226,56.429524,29.975029
Борский район,22211,56.411516,44.368484
Усть-Камчатский район,30219,56.406441,161.386563
Сарапульский район,94237,56.394625,53.529063
Мариинский район,32216,56.3946,87.797419
Пустошкинский район,58250,56.385277,29.38657
Колосовский район,52221,56.383453,73.471985
Каменский,652221,56.374337,61.577339
Емельяновский район,4214,56.371276,92.550316
Камбарский район,94220,56.370279,54.158126
Суздальский район,17254,56.368549,40.445172
Клинский,46221,56.364241,36.610768
Ковров,17425,56.363628,41.31122
Кизнерский район,94226,56.363279,51.591145
Ржевский район,28248,56.352811,34.158825
Артинский,652031,56.347285,58.507472
Великие Луки,58410,56.34265,30.523397
Красноуфимский р-н,652241,56.340091,57.705528
Муромцевский район,52234,56.332546,75.381543
Володарский район,22231,56.328289,42.985096
Камешковский район,17225,56.319509,40.889039
Нижнеингашский район,4239,56.313014,97.004639
Лотошинский,46229,56.297133,35.731775
Ачинский район,4203,56.287657,90.682044
Боготольский район,4208,56.286662,89.949621
Киясовский район,94228,56.285868,53.184217
Вятско-Полянский район,33210,56.280726,51.165146
Горномарийский район,88208,56.275549,46.479659
Канский район,4221,56.275419,95.303876
Атнинский район,92213,56.27258,49.408544
Казачинско-Ленский район,25214,56.270101,107.576867
Ачинск,44030,56.269496,90.495231
Себежский район,58254,56.268376,28.689154
Нелидовский район,28243,56.259968,32.747958
Абатский район,712031,56.257023,70.459539
Татышлинский,80250,56.255292,55.761906
ЗАТО Железногорск,4535,56.252922,93.532264
Кольчугинский район,17240,56.249992,39.451761
Звениговский район,88212,56.242749,47.902501
Ишимский район,712261,56.241234,69.328048
Янаульский,80259,56.235385,54.907186
Упоровский район,712501,56.230892,66.005566
Крутинский район,52226,56.225103,71.523701
Яйский район,32243,56.2222,86.18321
Арский район,92212,56.220864,49.85745
Далматовский район,37208,56.219898,63.102903
Вязниковский район,17210,56.218186,42.042673
Кукморский район,92233,56.215258,50.645156
Боготол,44060,56.210117,89.531258
Оленинский район,28244,56.208935,33.477049
Канск,44200,56.205045,95.705055
Воротынский район,22221,56.182977,45.752527
Козульский район,4226,56.18199,91.440195
Катайский район,37212,56.180202,62.481978
Ковровский район,17235,56.175031,41.264813
Зубцовский район,28218,56.174941,34.911173
Великолукский район,58206,56.16822,30.646682
Большереченский район,52203,56.167694,74.31845
Каслинский район,75226,56.157047,61.416783
Лысковский район,22240,56.155709,45.158022
Алнашский район,94202,56.155107,52.529813
Братск,25414,56.151362,101.63408
Чебоксары,97401,56.146277,47.250333
Кожевниковский,69228,56.142907,83.622715
Муйский район,81235,56.140841,114.485028
Ижморский район,32204,56.139135,86.80125
Владимир,17401,56.129042,40.40703
Западнодвинский район,28216,56.123779,31.833509
Солнечногорский,46252,56.121496,37.057958
Красноармейск,46443,56.120959,38.14094
Сосновоборск,44330,56.120211,93.335434
Куньинский район,58216,56.114681,31.145193
ЗАТО Зеленогорск,45370,56.113246,94.589006
Пушкинский,46247,56.11175,37.841019
Новочебоксарск,97410,56.109551,47.479125
Невельский район,58220,56.093852,29.849732
Гороховецкий район,17215,56.091406,42.510992
Нефтекамск,80427,56.088408,54.248236
Шабринск,37405,56.087042,63.629747
Аскинский,80204,56.08552,56.578618
Снежинск,75545,56.085209,60.732536
Тяжинский район,32234,56.085003,88.75867
Анжеро-Судженс,32404,56.083175,86.018216
Каракулинский район,94222,56.077513,53.69199
Граховский район,94212,56.076162,52.081733
Киржачский район,17230,56.074057,38.891051
Тайга,32440,56.065138,85.631024
Кстовский район,22237,56.059001,44.317522
Волжский район,88204,56.053804,48.555271
Верхний Уфалей,75406,56.048721,60.23195
Высокогорский район,92222,56.041154,49.276043
Шадринский район,37238,56.0326,63.477096
Богородский район,22207,56.023756,43.620645
Собинский район,17250,56.015772,40.005744
Мытищинский,46234,56.015394,37.664923
Сабинский район,92252,56.015163,50.455189
Щелковский,46259,56.015098,38.21108
Павловский район,22242,56.012904,43.055093
Назарово,44260,56.012345,90.417688
Лобня,46440,56.012053,37.475082
Красноярск,44010,56.010563,92.852572
Волоколамский,46205,56.007831,35.970359
Матушкино,45272562,56.005103,37.200116
Агрызский район,92201,56.000678,53.068164
Моргаушский район,97232,55.999823,46.756781
Силино,45272572,55.999007,37.168244
Радужный,17537,55.996052,40.332281
Мариинско-Посадский район,97229,55.994109,47.794919
Савёлки,45272568,55.989915,37.238016
Чебоксарский район,97244,55.985644,47.078629
Судогодский район,17252,55.984778,40.838536
Шаховской,46258,55.983111,35.460062
Старое Крюково,45272576,55.980895,37.199056
Восход,464621,55.974569,36.457784
Ивантеевка,46432,55.97,37.917574
Крюково,45272580,55.96933,37.176122
Нязепетровский район,75244,55.968277,59.575515
Петушинский район,17246,55.965043,39.42068
Тюкалинский район,52256,55.963224,72.406494
Фрязино,46480,55.957938,38.052339
Дивногорск,44090,55.957721,92.380148
Краснокамский,80237,55.951895,54.231024
Менделеевский район,92239,55.947157,52.420245
Калтасинский,80233,55.944364,54.814696
Балтачевский,80208,55.941319,56.00164
Молжаниновский,45277584,55.936802,37.376743
Ядринский район,97253,55.934956,46.363166
Долгопрудный,46416,55.93362,37.514401
Юбилейный,46493,55.932934,37.842888
Яшкинский район,32246,55.932132,85.198369
Мечетлинский,80242,55.930609,58.325132
Белоозерский район,37204,55.926736,65.506651
Королёв,46434,55.922212,37.854629
Венгеровский район,50208,55.920043,76.925002
Истринский,46218,55.913777,36.716562
Убинский район,50254,55.910463,80.347843
Алтуфьевский,45280554,55.907869,37.582933
Бородино,44070,55.905442,94.902177
Лианозово,45280563,55.900668,37.568479
Агидель,80403,55.899835,53.92204
Жарковский район,28214,55.898402,32.175327
Каргапольский район,37210,55.897534,64.541761
Армизонский район,712051,55.895272,67.57839
Бибирево,45280558,55.894879,37.607745
Куркино,45283555,55.891239,37.389661
Химки,46483,55.888775,37.430319
Северное Медведково,45280583,55.88823,37.655023
Колыванский район,50221,55.887185,82.610187
Восточное Дегунино,45277568,55.884277,37.558841
Электрогорск,5,55.883171,38.785733
Бабушкинский,45280556,55.878076,37.659649
Звёздный-городок,2,55.87695,38.112607
Левобережный,45277583,55.875127,37.463691
Спасский район,22251,55.874188,45.5926
Бескудниковский,45277559,55.873834,37.547836
Западное Дегунино,45277577,55.872339,37.519162
Лосино-Петровский,4,55.87137,38.200606
Южное Медведково,45280594,55.870329,37.636491
Ховрино,45277595,55.869041,37.489491
Ярославский,45280597,55.862858,37.69746
Волжск,88405,55.862333,48.371574
Свиблово,45280580,55.861711,37.636608
Сычевский район,66230,55.861646,34.136951
Северное Тушино,45283573,55.861641,37.42827
Отрадное,45280574,55.860479,37.59904
Головинский,45277571,55.849519,37.512272
Митино,45283559,55.84537,37.365828
Южное Тушино,45283593,55.842868,37.429699
Тюлячинский район,92256,55.839896,50.249817
Уярский район,4257,55.838617,94.233228
Северный,45280585,55.838384,37.525765
Кунашакский район,75236,55.836282,61.622695
Тимирязевский,45277592,55.834441,37.551124
Ростокино,45280577,55.834421,37.661266
Ногинский,46239,55.83298,38.349331
Цивильский район,97241,55.832879,47.488036
Рыбинский район,4247,55.832667,94.790265
Коптево,45277580,55.832515,37.529043
Марфино,45280567,55.830002,37.588745
Бельский район,28206,55.829977,32.961532
Павлово-Посадский,46245,55.829669,38.696458
Селивановский район,17248,55.826306,41.647918
Назаровский район,4237,55.824789,90.38295
Гольяново,45263564,55.824162,37.79613
Метрогородок,45263581,55.823338,37.756739
Останкинский,45280572,55.82263,37.613162
Покровское-Стрешнево,45283569,55.822109,37.476375
Красногорский,46223,55.821548,37.237037
Козловский район,97219,55.819924,48.12292
Дальнеконстантиновский район,22230,55.819863,44.069857
Поселок Восточный,45263561,55.819166,37.867017
Иланский район,4218,55.818508,96.278683
Берёзовский район,4205,55.817132,93.179019
Войковский,45277565,55.815428,37.493767
Усьвятский район,58258,55.814305,30.75456
Бутырский,45280561,55.814123,37.589204
Алексеевский,45280552,55.812949,37.650163
Орехово-Зуево,46457,55.809034,38.978349
Дмитровский,45277574,55.807982,37.570528
Северное Измайлово,45263585,55.806843,37.805221
Бураевский,80218,55.806535,55.383626
Северобайкальский район,81245,55.80614,110.565166
Сокол,45277589,55.804921,37.505391
Сокольники,45263591,55.804552,37.670636
Богородское,45263552,55.804238,37.684138
Строгино,45283577,55.803783,37.402695
Елабужский район,92226,55.802634,51.889224
Большемурашкинский район,22210,55.802199,44.733748
Аэропорт,45277553,55.800979,37.531765
Щукино,45283587,55.80059,37.473519
Вачский район,22217,55.799259,42.685077
Усть-Тарский район,50255,55.798333,75.809177
Преображенское,45263594,55.797296,37.722487
Марьина роща,45280569,55.79722,37.611518
Балашиха,46204,55.796339,37.938199
Казань,92401,55.796289,49.108795
Восточное Измайлово,45263558,55.795818,37.821804
Савеловский,45277586,55.793308,37.595537
Княгининский район,22233,55.789107,45.164472
Чебулинский район,32237,55.785721,87.521762
Зеленодольский район,92228,55.785453,48.53876
Электросталь,46490,55.784445,38.444849
Измайлово,45263570,55.783681,37.772783
Белокатайский,80210,55.781777,58.983597
Красносельский,45286565,55.781286,37.663306
Беговой,45277556,55.780319,37.558706
Мещанский,45286570,55.780066,37.628801
Хорошевский,45277598,55.77838,37.530768
Хорошево-Мневники,45283582,55.777707,37.492078
Соколиная гора,45263588,55.772775,37.730625
Басманный,45286555,55.771013,37.659236
Красноармейский район,97224,55.769393,47.150836
Бердюжский район,712101,55.768932,68.506206
Пестречинский район,92248,55.765179,49.735405
Тверской,45286585,55.763918,37.606388
Крылатское,45268560,55.763194,37.423716
Озёрск,75543,55.763184,60.707599
Пресненский,45286575,55.760844,37.57112
Караидельский,80234,55.760666,56.952147
Реутов,46464,55.760515,37.855141
Саргатский район,52251,55.756791,73.353237
Спецтрассы,45297558,55.755814,37.617635
Лефортово,45290564,55.753635,37.704817
Перово,45263583,55.751994,37.767456
Макроусовский район,37224,55.749511,66.882456
Арбат,45286552,55.749491,37.591521
Филевский парк,45268595,55.74824,37.483759
Новогиреево,45263576,55.748154,37.804108
Аликовский район,97205,55.747003,46.734386
Железнодорожный,46424,55.746436,38.009049
Новокосино,45263579,55.745113,37.864052
Гагаринский,45293558,55.744708,37.594531
Киевский,45298555,55.744368,37.570456
Набережные Челны,92430,55.743583,52.395874
Сосновский район,22250,55.743431,43.225009
Кунцево,45268562,55.74261,37.398482
Таганский,45286580,55.740791,37.666773
Дорогомилово,45268554,55.740436,37.553163
Можайский,45268569,55.740081000000004,37.546884
Якиманка,45286596,55.73964,37.616009
Замоскворечье,45286560,55.733609,37.633715
Мамадышский район,92238,55.730994,51.145141
Вешняки,45263555,55.730771,37.815184
Звенигород,46430,55.729686,36.855325
Хамовники,45286590,55.729077,37.574813
Нижегородский,45290578,55.728423,37.723807
Фили-Давыдково,45268597,55.727136,37.469359
Братский район,25204,55.719749,101.76085
Рязанский,45290586,55.719409,37.780904
Донской,45296561,55.719176,37.604547
Косино-Ухтомский,45263573,55.717061,37.86345
Болотнинский район,50206,55.716362,84.190432
Даниловский,45296559,55.712513,37.629071
Текстильщики,45290590,55.708917,37.734371
Рузский,46249,55.708602,36.28061
Кыштым,75428,55.707877,60.538949
Южнопортовый,45290594,55.705057,37.68836
Дуванский,80223,55.701699,57.850777
Муромский район,17244,55.69904,42.010559
Кузьминки,45290562,55.69864,37.773547
Ломоносовский,45293574,55.69729,37.529268
Выхино-Жулебино,45290554,55.696357,37.824553
Академический,45293554,55.691846,37.568848
Раменки,45268584,55.690755,37.491512
Красночетайский район,97226,55.689649,46.203032
Очаково-Матвеевское,45268579,55.689649,37.448554
Нагорный,45296575,55.687462,37.614734
Власиха,1,55.685386,37.192247
Нагатинский затон,45296573,55.685274,37.700658
Печатники,45290582,55.685158,37.723807
Некрасовка,45290574,55.68363,37.925398
Проспект Вернадского,45268581,55.681656,37.515335
Урмарский район,97238,55.680752,47.895916
Люблино,45290568,55.677717,37.748726
Нагатино-Садовники,45296571,55.671422,37.64171
Березовский,32410,55.669361,86.274514
Мензелинский район,92240,55.66731,53.088915
Котловка,45293570,55.665619,37.588566
Черемушки,45293590,55.664649,37.561347
Рошаль,46465,55.663299,39.865579
Обручевский,45293578,55.660917,37.518479
Тропарево-Никулино,45268592,55.660318,37.468488
Котельники,3,55.65984,37.863199
Актанышский район,92205,55.659348,53.750848
Люберецкий,46231,55.650963,37.962957
Гагаринский район,66208,55.650404,34.974935
Зюзино,45293562,55.648783,37.586149
Ново-Переделкино,45268577,55.646081,37.357169
Солнцево,45268588,55.645918,37.40168
Коньково,45293566,55.643414,37.530588
Москворечье-Сабурово,45296569,55.642692,37.671139
Одинцовский,46241,55.641737,36.900798
Капотня,45290558,55.641183,37.803829
Чертаново Северное,45296593,55.636412,37.594917
Северобайкальск,81420,55.635996,109.335597
Внуковское,45297552,55.6335,37.290298
Братеево,45296557,55.633434,37.765058
Дзержинский,46411,55.63096,37.849679
Теплый Стан,45293586,55.624195,37.492626
Куйбышевский район,50230,55.624154,78.573841
Зябликово,45296565,55.620423,37.746076
Гусь-Хрустальный,17420,55.619818,40.657902
Орехово-Борисово Северное,45296577,55.618278,37.704817
Чертаново Центральное,45296595,55.61388,37.604098
Ясенево,45293598,55.613204,37.546444
Мосрентген,45297568,55.612894,37.469611
Внуково,45268552,55.608475,37.2924
Царицыно,45296590,55.605704,37.661994
Орехово-Борисово Южное,45296579,55.604264,37.733132
Московский,45297565,55.602144,37.346551
Нижнеомский район,52239,55.600374,74.870968
Казанский район,712301,55.600206,69.259992
Кокошкино,45297559,55.59808,37.171864
Краснознаменск,46505,55.597856,37.039462
Жуковский,46425,55.59778,38.119497
Марушкинское,45297562,55.59516,37.208273
Бирюлево Восточное,45296553,55.594585,37.678649
Перевозский район,22244,55.594062,44.508854
Чертаново Южное,45296597,55.591889,37.600361
Орехово-Зуевский,46243,55.588237,39.100269
Бирюлево Западное,45296555,55.586944,37.63765
Верхнеуслонский район,92220,55.585194,48.746019
Велижский район,66203,55.584304,31.283731
Пильнинский район,22245,55.582299,45.883241
Муром,17435,55.579169,42.052411
Сосенское,45297574,55.57833,37.465892
Лыткарино,46441,55.577856,37.90347
Навашинский район,22241,55.577526,42.501542
Мишкинский,80243,55.572721,55.94068
Новодугинский район,66246,55.570263,34.094083
Филимонковское,45297577,55.570014,37.322368
Северное Бутово,45293582,55.568914,37.570519
Сладковский район,712361,55.56866,70.160625
Кемеровский район,32207,55.567316,86.594773
Юргинский район,32240,55.561283,85.045161
Рыбно-Слободский район,92250,55.559267,50.339729
Сергачкий район,22248,55.55528,45.442411
Варгашинский район,37206,55.554562,66.042199
Тайшетский район,25236,55.552933,97.813805
Называевский район,52236,55.552184,71.205743
Марьино,45290572,55.549093,37.322844
Ленинский,46228,55.547657,37.771571
Южное Бутово,45293594,55.542396,37.531523
Ивановское,45263567,55.5394,37.148104
Шарыпово,44400,55.539064,89.180151
Холм-Жирковский район,66238,55.535381,33.299263
Гусь-Хрустальный район,17220,55.535208,40.730154
Тукаевский район,92257,55.534495,52.65016
Вурнарский район,97210,55.531168,46.934297
Воскресенское,45297554,55.529619,37.445752
Канашский район,97216,55.525053,47.388979
Первомайское поселение,45298572,55.519723,37.218334
Бутурлинский район,22212,55.515304,44.893001
Щербинка,45297581,55.508743,37.563314
Канаш,97407,55.506943,47.491764
Раменский,46248,55.506153,38.154091
Можайский,46233,55.504766,35.747442
Частоозерский район,37236,55.502742,67.973514
Дюртюлинский,80224,55.500116,54.898086
Янтиковский район,97258,55.499943,47.782836
Десёновское,45297556,55.499571,37.36661
Вадский район,22214,55.496435,44.223639
Карабаш,75415,55.490789,60.203042
Троицк,45298578,55.485469,37.305327
Арзамасский район,22203,55.477097,43.713468
Рязановское,45297571,55.476567,37.531127
Илишевский,80230,55.476363,54.310363
Шатурский,46257,55.470877,39.788477
Лаишевский район,92234,55.470648,49.430149
Горьковский район,52209,55.463406,74.096665
Красноармейский район,75234,55.443021,62.051092
Курган,37401,55.441606,65.344316
Домодедово,46209,55.437112,37.768049
Щербинка,46489,55.435411,37.6494
Кетовский район,37214,55.43487,64.952318
Подольский,46246,55.434191,37.755805
Тындинский район,10254,55.431555,123.717643
Подольск,46460,55.431177,37.544737
Новофёдоровское поселение,45298567,55.42564,36.931879
Бронницы,46405,55.425471,38.264108
Кигинский,80236,55.422605,58.712288
Краснопахорское поселение,45298561,55.421496,37.270661
Нижнекамский район,92244,55.419534,51.594675
Аргаяшский район,75206,55.413719,60.758587
Кусинский район,75238,55.412012,59.582603
Мишкинский район,37222,55.405715,63.810263
Юргамышский район,37246,55.401636,64.432391
Демидовский район,662301,55.398707,31.703118
Михайлово-Ярцевское поселение,45298564,55.397552,37.139687
Кайбицкий район,92229,55.396258,48.118546
Щаповское поселение,45298583,55.391631,37.380848
Быстринский район,30204,55.3891,157.891586
Шумихинский район,37242,55.388783,63.216638
Наро-Фоминский,46238,55.387776,36.522499
Арзамас,22403,55.386666,43.815687
Духовщинский район,66216,55.381204,32.323693
Воскресенский,46206,55.380713,38.645676
Климовск,46436,55.37501,37.538979
Шумерлинский район,97250,55.374744,46.49935
Тисульский район,32228,55.374503,88.134934
Меленковский район,17242,55.368947,41.599624
Кулебакский район,22238,55.365177,42.601965
Манский район,4231,55.363463,93.642918
Кемерово,32401,55.354968,86.087314
Бирский,80213,55.353161,55.532288
Ужурский район,4256,55.347863,90.120463
Мошковский район,50238,55.345217,83.562986
Вороновское поселение,45298553,55.323848,37.123122
Шарыповский район,4258,55.318649,89.204765
Муслюмовский район,92242,55.315806,53.329394
Клёновское,45298558,55.314208,37.326743
Топкинский район,32231,55.306809,85.421429
Балахтинский район,4204,55.30601,92.044402
Ардатовский район,22202,55.305656,43.158866
Егорьевский,46212,55.304247,39.225494
Краснооктябрьский район,22236,55.30356,45.538045
Щучанский район,37244,55.303524,62.57861
Любинский район,52229,55.291177,72.547691
Чистопольский район,92259,55.280128,50.723678
Лебяжьевский район,37218,55.278744,66.542112
Нуримановский,80245,55.272472,56.908444
Заинский район,92227,55.271846,52.075229
Сармановский район,92253,55.261223,52.590278
Камско-Устьинский район,92230,55.25519,49.035294
Ибресинский район,97213,55.25402,47.036732
Сеченовский район,22249,55.252783,45.926117
Апастовский район,92210,55.246261,48.45386
Комсомольский район,97221,55.244177,47.481793
Гагинский район,22226,55.23135,44.989696
Сосновский  район,75252,55.23099,61.198645
Чановский район,50256,55.226061,77.014105
Роговское поселение,45298575,55.220038,37.054733
Лосиноостровский,45280565,55.212555,37.052029
Шатковский район,22257,55.207459,44.248208
Ярцевский район,662581,55.205867,32.775015
Благовещенский,80215,55.204896,56.221197
Ирбейский район,4219,55.201494,95.980748
Сафоновский район,66241,55.200657,33.438951
Вяземский район,66205,55.188344,34.269084
Боровской район,29206,55.182978,36.428338
Выксунский район,22224,55.178923,42.246142
Татарский район,50250,55.173375,75.806599
Злотоуст,75412,55.171488,59.672641
Порецкий район,97235,55.169025,46.386127
Челябинск,75558,55.160026,61.402589999999996
Макушинский район,37220,55.158318,67.185988
Чулымский район,50259,55.155556,81.240185
Петуховский район,37226,55.152994,67.98106
Яльчикский район,97255,55.149686,47.906301
Алексеевский район,92206,55.148122,50.106275
Усть-Удинский район,25246,55.134502,103.889695
Темкинский район,66248,55.13372,34.978843
Бакалинский,80207,55.132335,53.755986
Салаватский,80247,55.129509,58.48823
Каргатский район,50219,55.123579,80.353566
пос. Локомотивный,755581,55.118678,61.397379
Копейск,754281,55.116732,61.61797
Чекмагушевский,80256,55.115918,54.623669
Обнинск,29415,55.112005,36.586531
Чеховский,46256,55.108354,37.367526
Коломна,46438,55.103152,38.752917
Дивеевский район,22232,55.092504,43.39418
Барабинский район,50204,55.091242,78.14804
Новошешминский район,92245,55.086646,51.213439
Советск,27430,55.081029,21.888647
Медынский район,29225,55.079612,35.835468
Клепиковский район,61210,55.07922,40.439756
Коломенский,46222,55.07736,38.728088
Коченевский район,50223,55.076793,81.978825
Ступинский,46253,55.058214,38.097623
Ашинский район,75209,55.050664,57.570341
Славский район,27236,55.046821,21.465226
Миасс,75434,55.045635,60.107731
Кушнаренковский,80240,55.044144,55.356946
Батыревский район,97207,55.035158,47.433472
Руднянский район,66254,55.033532,31.128511
Новосибирск,50401,55.030199,82.92043
Тогучинский район,50252,55.024203,84.374137
Износковский район,29215,55.009285,35.415119
Жуковский район,29213,54.999423,36.893638
Большеболдинский район,22209,54.998473,45.224183
Обь,50417,54.994594,82.693758
Спасский район,92232,54.993567,49.354214
Омск,52401,54.989342,73.368212
Калачинский район,52218,54.982585,74.745805
Саткинский район,75249,54.978452,58.997108
Большеигнатовский район,89213,54.973341,45.629889
Новосёловский район,4241,54.963336,91.177717
Мильковский район,30210,54.959873,159.074775
Крапивинский район,32210,54.95704,87.099293
Касимовский район,61208,54.956027,41.725676
Пионерский,27417,54.949482,20.224841
Первомайский район,22243,54.949383,43.83492
Луховицкий,46230,54.948649,39.194241
Кормиловский район,52223,54.946793,74.116248
Серпуховский,46251,54.945769,37.481262
Жигаловский район,25206,54.94505,105.363768
Светлогорск,27420,54.944006,20.151512
Неманский район,27221,54.943158,22.010288
Буинский район,92218,54.942853,48.188237
Кольцово,50240552,54.940132,83.190894
Лукояновский район,22239,54.939238,44.446574
Исилькульский район,52215,54.937552,71.322676
Альметьевский район,92208,54.933222,52.125625
Усть-Катав,75455,54.930289,58.1747
Смоленский район,66244,54.924842,31.840381
Саров,22503,54.922788,43.344844
Вознесенский район,22219,54.921386,42.814955
Шемуршинский район,97247,54.917376,47.641558
Коркиский район,75233,54.915187,61.37688
Серпухов,46470,54.913536,37.416763
Промышленновский,32225,54.912164,85.446402
Азнакаевский район,92202,54.908231,53.086571
Москаленский район,52232,54.907563,71.899233
Марьяновский район,52230,54.895947,72.532204
Тунгиро-Олекминский район,76242,54.892105,119.914059
Алатырский район,97203,54.888848,46.740862
Сафакулевский район,37232,54.883716,62.448076
Малоярославецкий район,29223,54.88165,36.394588
Альменевский район,37202,54.880339,63.344029
Краснознаменский район,27218,54.878842,22.506059
Кардымовский район,66223,54.878589,32.445693
Саянский район,4248,54.877713,95.058565
Орджоникидзевский район,95220,54.871342,88.908114
Протвино,46467,54.870621,37.218316
Дорогобужский район,66214,54.868503,33.345706
Шаранский,80258,54.862513,54.001532
Притобольный район,37230,54.858129,65.283752
Ардатовский район,89203,54.855066,46.126909
Зеленоградский район,27215,54.854304,20.229431
Аксубаевский район,92204,54.853755,50.811812
Половинский район,37228,54.848753,66.057183
Тетюшский район,92255,54.847291,48.666132
Пущино,46462,54.832479,37.620977
Чебаркульский район,75257,54.827998,60.520713
Куртамышский район,37216,54.818481,64.463347
Трёхгорный,75507,54.817842,58.446423
Иглинский,80228,54.816079,56.686264
Полесский район,27230,54.81129,21.18655
Ермишинский район,61202,54.807923,42.168096
Алькеевский район,92207,54.799833,49.922138
Омский район,52244,54.791731,73.630547000000007
Гурьевский район,27209,54.786539,20.659518
Смоленск,66401,54.78264,32.045134
Партизанский район,4243,54.776103,94.261894
Угранский район,66250,54.765103,34.312688
Еткульский район,75220,54.763415,61.579342
Бердск,50408,54.758288,83.107135
Каширский,46220,54.75821,38.286081
Уфимский,80252,54.751798,55.741155
Черемшанский район,92258,54.751196,51.47431
Еманжелинский район,75219,54.742741,61.326915
Рыбновский район,61227,54.737055,39.453405
Уфа,80417,54.735147,55.958727
Зарайский,46216,54.734352,38.898094
Новосибирский район,50240,54.731108,82.520095
Благоварский,80214,54.722186,54.937702
Оконешниковский район,52243,54.721671,75.213109
Дрожжановский район,92224,54.719524,47.624427
Дзержинский район,29208,54.718348,35.871463
Юхновский район,29250,54.715421,35.259171
Тарусский район,29238,54.715124,37.014893
Калининград,27401,54.70739,20.507307
Ичалковский район,89226,54.700502,45.376429
Катав-Ивановский район,75229,54.696184,58.211486
Починковский район,22246,54.688342,44.74053
Искитимский район,50215,54.687181,83.657785
Курумканский район,81230,54.679567,110.990321
Светлый,27425,54.67737,20.135719
Теньгушевский район,89251,54.669316,42.745785
Балаганский район,25201,54.66789,102.887625
Темниковский район,89249,54.667077,43.281989
Черняховский район,27239,54.665125,21.687891
Ленинск-Кузнецкий,32213,54.663609,86.162243
Ленинск-Кузнец,32419,54.663609,86.162243
Заокский район,70222,54.663313,37.463395
Гвардейский район,27206,54.656126,21.077818
Ельниковский район,89218,54.654011,43.864484
Здвинский район,50213,54.653928,78.664239
Ютазинский район,92254,54.651678,53.351753
Глинковский район,66209,54.651464,32.817011
Буздякский,80217,54.645619,54.500339
Балтийск,27405,54.644072,19.892177
Гусевский район,27212,54.638862,22.188765
Азовский немецкий национальный  район,52201,54.637632,73.02484
Рязанский район,61234,54.631405,39.894604
Рязань,61401,54.629216,39.736375
Чистоозерный район,50258,54.609756,76.374631
Старомайнский район,73242,54.604885,49.17765
Ясногорский район,70250,54.60428,37.952294
Пителинский район,61223,54.599962,41.729503
Лениногорский район,92236,54.586644,52.19307
Атяшевский район,89207,54.583728,46.098082
Мосальский район,29229,54.582309,34.830513
Ферзиковскй район,29244,54.560774,36.659133
Спасский район,61246,54.556634,40.539271
Нестеровский район,27224,54.556394,22.541812
Сурский район,73244,54.549308,46.906377
Цильнинский район,73254,54.548112,47.883843
Шиловский район,61258,54.541704,41.201644
Краснинский район,66224,54.538617,31.391475
Идринский район,4217,54.537593,92.484469
Таврический район,52253,54.53635,73.647462
Кадомский район,61206,54.531393,42.391606
Куйтунский район,25222,54.528791,101.59962
Бугульминский район,92217,54.527438,52.83586
Нурлатский район,922461,54.523649,50.567865
Ельнинский район,66219,54.523064,33.313941
Чишминский,80257,54.514091,55.400074
