name,code,latitude,longitude
Калуга,29401,54.513845,36.261215
Доволенский район,50210,54.51292,79.666848
Шербакульский район,52259,54.512074,72.450367
Туймазинский,80251,54.50051,53.863973
Багратионовский район,27203,54.49366,20.332235
Звериноголовский район,37209,54.487981,64.828809
Архангельский,80203,54.487652,56.925099
Увельский район,75255,54.485162,61.495754
Октябрьский,80435,54.481448,53.46557
Целинный район,37234,54.480251,63.688604
Серебряно-Прудский,46250,54.471901,38.63831
Баунтовский район,81206,54.471017,113.575618
Мамоново,27203510,54.464623,19.945438
Алексинский район,70202,54.455009,37.153027
Правдинский район,27233,54.447738,21.18523
Ромодановский район,89240,54.44646,45.343344
Купинский район,50232,54.444309,77.792487
Южноуральск,75464,54.442455,61.268229
Беловский район,32201,54.430935,86.687479
Ширинский район,95235,54.430385,89.817856
Маслянинский район,50236,54.426184,84.367229
Бабынинский район,29202,54.426085,35.763953
Озерский район,27227,54.425294,21.954233
Белово,32407,54.422114,86.303692
Шенталинский район,36248,54.415807,51.571984
Чамзинский район,89257,54.413847,45.772775
Спас-Деменский район,29234,54.409949,34.019245
Краснослободский район,89234,54.408786,43.892314
Веневский район,70212,54.405898,38.222947
Зейский район,10225,54.403419,128.985184
Челно-Вершинский район,36246,54.397193,51.095194
Захаровский район,61204,54.391427,39.209127
Дубенский район,89216,54.389088,46.379596
Уйский район,75256,54.385565,60.091058
Октябртский район,75247,54.383714,62.707258
Краснотуранский район,4228,54.380322,91.65995
Пластовский район,75248,54.374747,60.676661
Учалинский,80253,54.373992,59.303891
Старошайговский район,89246,54.36966,44.565655
Ордынский район,50242,54.36924,81.735471
Полтавский район,52248,54.360218,71.586502
Починсковский район,66233,54.35675,32.549017
Кармаскалинский,80235,54.353318,56.111351
Гурьевский район,32202,54.350847,85.639244
Боградский район,95215,54.349235,90.882216
Атюрьевский район,89205,54.346806,43.294134
Мещовский район,29227,54.342276,35.308067
Барятинский район,29204,54.33941,34.548047
Перемышльский район,29232,54.326606,36.290707
Монастырщинский район,66227,54.324002,31.759416
Сасовский район,61242,54.317217,42.024644
Ульяновск,73401,54.316855,48.402557
Соболевский район,30213,54.304626,156.55916
Чучковский район,61253,54.294896,41.444063
Тугуро-Чумиканский район,8246,54.282766,134.980145
Тугуро-Чумиканский район,8206,54.282766,134.980145
Лямбирский район,89237,54.278371,45.220976
Кочковский район,50225,54.276999000000004,80.399865
Бавлинский район,92214,54.274481,53.253729
Черлакский район,52258,54.271085,75.067645
Карсунский район,73214,54.270149,46.970193
Клявлинский район,36222,54.267762,51.927115
Чердаклинский район,73256,54.259716,48.876472
Давлекановский,80222,54.252284,55.050216
Старожиловский район,61248,54.240962,39.976045
Межгорье,80507,54.239989,57.961225
Дмитровград,73405,54.217715,49.621984
Новомалыклинский район,73227,54.210823,50.041596
Одесский район,52242,54.209481,72.964725
Черепановский район,50257,54.20669,83.304837
Павлоградский район,52246,54.204093,73.556795
Большеберезниковский район,89210,54.201702,45.94526
Тула,70401,54.193033,37.617752
Саранск,89401,54.187211,45.183642
Тулунский район,25238,54.178159,100.275243
Кошкинский район,36224,54.177732,50.497626
Троичкий район,75254,54.175492,61.293067
Михайловский район,61217,54.159948,39.027092
Прокопьевский район,32222,54.157718,86.806092
Дубенский район,70218,54.153004,36.990719
Десногорск,66410,54.152366,33.287872
Новоульяновск,73415,54.144767,48.391139
Майнский район,73220,54.138016,47.642304
Пронский район,61225,54.131295,39.583796
Хиславичский район,66252,54.130995,32.13607
Белебеевский,80209,54.130768,54.199781
Кировский район,29214,54.130705,34.276917
Новомосковский район,70234,54.122231,38.485677
Суворовский район,70240,54.122168,36.416103
Северный,53243,54.121365,52.754634
Мелекесский район,73222,54.114146,49.502921
Саянск,25426,54.11081,102.180139
Качугский район,25218,54.108514,106.626682
Торбеевский район,89254,54.107759,43.209863
Ульяновский район,73252,54.107147,48.252296
Путятинский район,61226,54.104265,41.103754
Залесовский район,12121,54.100849,84.69109
Троицк,75452,54.083217,61.559759
Куйбышевский район,29218,54.080116,33.842968
Ковылкинский район,89229,54.078146,43.908537
Рузаевский район,89243,54.065778,44.786155
Камышлинский район,36217,54.056366,52.195451
Рославльский район,66236,54.042564,33.112872
Сухиничский район,29236,54.039952,35.393658
Аургазинский,80205,54.037858,55.858466
Козельский район,29216,54.037842,35.828542
Нововаршавский район,52241,54.032982,74.576105
Кадошкинский район,89228,54.031676,44.359096
Ермекеевский,80225,54.031406,53.698233
Нижнеудинский район,25228,54.028593,97.925286
Крутихинский район,12211,54.024922,80.933401
Исаклинский район,36216,54.023669,51.595179
Киселевск,32416,54.006025,86.636679
Кочкуровский район,89231,54.005374,45.482152
Курагинский район,4230,54.005136,94.384577
Баганский район,50203,54.003405,77.679631
Сорск,95409,54.002606,90.253323
Вешкаймский район,73207,53.999637,47.102812
Красноозерский район,50227,53.993201,79.167861
Гафурийский,80221,53.989977,56.650645
Киреевский район,70228,53.989612,37.876745
Сапожковский район,61237,53.982152,40.690583
Шацкий район,61256,53.980818,41.862067
Кораблинский район,61212,53.969607,40.062706
Донской,70412,53.96787,38.337222
Зубово-Полянский район,89221,53.966726,42.672033
Алышеевский,80202,53.958642,54.927946
Сузунский район,50248,53.949291,82.338061
Инзенский район,73210,53.948353,46.363588
Заринский район,1213,53.944982,85.320935
Думиничский район,29210,53.932002,35.036443
Узловский район,70244,53.929797,38.136134
Одоевский район,70236,53.915274,36.753887
Елховский район,36215,53.912823,50.302305
Людиновский район,29220,53.912818,34.488138
Сергиевский район,36238,53.912065,51.052111
Щекинский район,70248,53.910331,37.38958
Сенгелеевский район,73236,53.901111,48.674181
Новокузнецкий район,32219,53.899233,87.613875
Белорецкий,80211,53.889009,58.043501
Шумячский район,66256,53.887518,32.281544
Прокопьевск,32437,53.884487,86.750055
Елизовский район,30207,53.863136,159.464195
Рогнединский район,15246,53.858782,33.605103
Сковородинский район,10249,53.857486,123.363599
Усть-Абаканский район,95230,53.853296,89.755935
Спаский район,56200,53.838411,43.301025
Кимовский район,70226,53.835893,38.671099
Иссинский район,56226,53.834129,44.912746
Наровчатский район,56247,53.830802,43.681138
Черногорск,95415,53.827034,91.306005
Скопинский район,61244,53.819296,39.379366
Верхнеуральский район,75217,53.814336,59.198097
Инсарский район,89224,53.80634,44.393852
Панкрушихинский район,12311,53.802495,80.306979
Русско-Полянский район,52250,53.797379,73.879192
Белевский район,70206,53.774717,36.200875
Зиминский район,25210,53.760427,101.539146
Новокузнецк,32431,53.757547,87.136044
Тереньгульский район,73248,53.754417,48.210955
Нукутский район,25132,53.751457,102.88078
Ухоловский район,61250,53.748619,40.518691
Карасукский район,50217,53.746702,78.097528
Минусинский район,4233,53.738507,91.989973
Чесменский район,75259,53.725861,60.570696
Абакан,95401,53.721152,91.442387
Никольский район,56253,53.714896,45.932639
Мыски,32428,53.712509,87.805747
Минусинск,44230,53.710564,91.687268
Могочинский район,76226,53.71035,120.120097
Богородицкий район,70208,53.709929,38.201684
Сараевский район,61240,53.707392,41.075053
Заринск,1406,53.706332,84.931488
Ульяновский район,29242,53.704722,35.590317
Похвистневский район,36234,53.703512,51.941973
Абдулинский,53203,53.701897,53.553641
Тальменский район,12471,53.698933,83.432371
Междуреченск,32425,53.686596,88.070372
Базарносызганский  район,73202,53.6821,46.713221
Ряжский район,61230,53.680052,40.084265
Бижбулякский,80212,53.666173,54.211477
Дятьковский район,15216,53.66525,34.206777
Баргузинский район,81203,53.66374,109.555891
Жиздринский район,29212,53.661457,34.731528
Тунгокоченский район,76244,53.661014,116.021354
Вадинский район,56215,53.656686,43.036983
Лунийский район,56243,53.65539,45.251824
Бугурусланский,53211,53.653842,52.587781
Бугуруслан,53408,53.6523,52.432606
Арсеньевский район,70204,53.650528,36.610453
Дубровский район,15212,53.641406,33.385205
Плавский район,70238,53.631657,37.254348
Стерлитамак,80439,53.630403,55.930825
Ершичский район,662211,53.626782,32.732642
Миякинский,80244,53.607068,54.819672
Каменский район,1216,53.60516,81.287876
Красноярский район,36228,53.602873,50.392586
Осинский район,25133,53.602505,104.041726
Осинники,32434,53.598743,87.337122
Земетчинский район,56223,53.592582,42.476578
Николаевский  район,8231,53.584757,140.184966
Стерлитамакский,80249,53.580566,55.737086
Тепло-Огаревский район,702422,53.565755,37.646013
Нагайбакский район,75242,53.559594,59.828319
Хабарский район,12561,53.554207,79.525454
Барышский район,73204,53.550762,46.947619
Милославский район,61215,53.549425,39.319682
Моршанский район,68216,53.54698,41.755761
Нижнеломовский район,56251,53.5456,43.758501
Калтан,32415,53.521083,87.27716
Кузоватовский район,73216,53.509785,47.695242
Тольятти,36440,53.508816,49.419207
Первомайский район,1232,53.498421,84.159413
Жуковский район,15222,53.498298,33.774598
Ишимбайский,80231,53.49683,56.559008
Шигонский район,36250,53.494071,48.786263
Тогульский район,12481,53.489496,86.077172
Куркинский район,70230,53.486566,38.57391
Воловский район,70216,53.483785,38.050453
Хвастовичский район,29246,53.48244,35.131709
Александро-Невский район,61220,53.477462,40.258089
Мокшанский район,56245,53.470317,44.479255
Кытмановский район,12241,53.465381,85.385452
Кинель-Черкасский район,36220,53.458197,51.43456
Моршанск,68420,53.443611,41.811627
Алтайский район,95205,53.442957,91.507794
Асекеевский,53207,53.435491,52.968065
Болховский район,54204,53.434976,36.002213
Чернский район,70246,53.431076,36.95228
Новоалтайск,1413,53.412021,83.93107
Магнитогорск,75438,53.407184,58.979204
Бессоновский район,56213,53.397741,44.941348
Шелаболихинский район,12451,53.390858,82.351284
Стерлибашевский,80248,53.384273,55.189006
Клетянский район,15226,53.380712,33.11686
Отрадный,36424,53.376555,51.348851
Сельцо,15425,53.373933,34.105932
Староюрьевский район,68236,53.365273,40.719859
Сосновоборский район,56257,53.36452,46.249691
Салават,80420,53.361651,55.924672
Абзелиловский,80201,53.360662,58.550861
Барнаул,14011,53.355084,83.769948
Матвеевский,53227,53.354794,53.522478
Бурлинский район,12061,53.351574,78.360078
Каратузский район,4222,53.336145,93.613364
Пачелмский район,56254,53.334699,43.37616
Знаменский район,54220,53.32575,35.624049
Аларский район,25123,53.317623,102.758573
Данковский район,2553480,53.315305,38.961497
Косихинский район,12181,53.314336,84.623402
Брянский район,15208,53.30039,34.087867
Баевский район,12031,53.299018,80.650737
Немецкий национальный район,12601,53.289502,79.041253
Чаплыгинский район,2553900,53.283677,39.886762
Павловский район,12301,53.280872,83.003632
Заларинский район,25208,53.280598,101.5695
Агаповский район,75203,53.270265,59.297406
Суетский район,12411,53.255916,79.950572
Каменский район,70224,53.250459,37.73535
Башмаковский район,56203,53.249807,42.822151
Ставропольский район,36240,53.249564,49.482359
Ельцовский район,12101,53.248309,86.428306
Аскизский район,95208,53.248185,89.854777
Лев-Толстовский район,2553720,53.247393,39.533517
Тюменцевский район,12521,53.244629,81.521411
Брянск,15401,53.243325,34.363731
Городищенский район,56218,53.231975,45.738882
Сызранский район,36242,53.23039,48.530738
Жирятинский район,15220,53.224239,33.591404
Пономаревский,53238,53.220708,54.15482
Пичаевский район,68226,53.211309,42.188497
Бурзянский,80219,53.20954,57.458671
Охинский район,64236,53.208678,142.457299
Кинельский район,36218,53.206828,50.827281
Первомайский район,68222,53.202998,40.338857
Сосновский район,68234,53.19721,41.295679
Заречный,56534,53.19611,45.169071
Самара,36401,53.195538,50.101783
Пенза,56401,53.195063,45.018316
Корсаковский район,54226,53.187224,37.340891
Новоспасский район,73229,53.177781,47.826557
Магдагачинский район,10231,53.16949,126.115615
Ефремовский район,70220,53.168459,38.267494
Октябрьск,36418,53.164038,48.670668
Мценский район,54236,53.160582,36.573056
Хотынецкий район,54257,53.158358,35.355147
Боханский район,25126,53.150933,103.919645
Кузнецкий район,56240,53.140028,46.747699
Баяндаевский район,25125,53.138467,105.57109
Варненский район,75214,53.138046,61.355392
Николаевский район,73225,53.128462,47.218694
Кузнецк,56405,53.119335,46.601165
Карачевский район,15224,53.108438,34.930496
Федоровский,80254,53.106498,55.274588
Саяногорск,95408,53.100762,91.412195
Новокуйбышевск,36413,53.099469,49.947767
Мглинский район,15236,53.097901,32.874153
Каменский район,56229,53.093862,44.00339
Ольхонский район,25230,53.090558,107.194265
Суражский район,15254,53.082975,32.453239
Богатовский район,36206,53.076273,51.318704
Выгоничский район,15210,53.068704,33.957782
Славгородский район,1239,53.056777,78.856604
Борский район,36212,53.049481,51.755833
Карталинский район,75223,53.044354,60.399279
Ребрихинский район,12351,53.040066,82.275592
Новосильский район,54243,53.037879,37.061955
Петропавловск-Камчатский,30401,53.03704,158.655918
Безенчукский район,36204,53.026626,49.301995
Мелеузовский,80241,53.024411,56.228042
Красногорский район,15234,53.019471,31.564562
Волжский район,36214,53.012076,50.351093
Калманский район,12151,53.002968,83.448037
Целинный район,12571,52.988404,85.757192
Урицкий район,54255,52.988361,35.67431
Бейский район,95212,52.987895,90.966774
Грачевский,53215,52.9877,52.981432
Чапаевск,36450,52.981709,49.710217
Лебедянский район,2553690,52.977149,39.169987
Белинский район,56212,52.975365,43.369027
Пензенский район,56255,52.974188,44.857643
Орел,54401,52.970371,36.063837
Новодеревеньковский район,54239,52.965072,37.56476
Приволжский район,36236,52.960754,48.676013
Бондарский район,68202,52.959073,42.081445
Гордеевский район,15211,52.946974,31.897424
Гавриловский район,68203,52.936224,42.649315
Яровое,1430,52.923446,78.569601
Эхирит-Булагатский район,25137,52.921519,104.91859
Радищевский район,73234,52.9144,48.03317
Вилючинск,30535,52.906857,158.418296
Троицкий район,12511,52.90576,84.592221
Благовещенский район,12051,52.904766,79.943
Почепский район,15244,52.904728,33.448644
Залегощенский район,54218,52.903365,36.682741
Добровский район,2553540,52.902544,39.781838
Шарлыкский,53256,52.90073,54.807823
Чернышевский район,76248,52.900611,117.274153
Завьяловский район,12111,52.895336,80.915049
Мичуринск,68415,52.893913,40.498011
Краснинский район,2553660,52.892962,38.757076
Бузулукский,53212,52.889327,52.235048
Табунский район,12461,52.871915,78.934721
Становлянский район,2553780,52.87104,38.256149
Навлинский район,15238,52.870622,34.388587
Шемышейский район,56259,52.861081,45.472693
Тамбовский район,68240,52.857106,41.591647
Никиворовский район,68220,52.856302,40.848238
Шаблыкинский район,54259,52.835901,35.124909
Унеченский район,15258,52.835563,32.805486
Красно-гвардейский,53223,52.828551,53.549706
Орловский район,54247,52.827353,36.106462
Нефтегорский район,36230,52.824557,50.91952
Таштагольский район,32227,52.820274,88.118378
Неверкинский район,56249,52.797798,46.660697
Камешкирский район,56231,52.795713,46.094569
Бузулук,53412,52.788116,52.262438
Солтонский район,12441,52.787789,86.581828
Мичуринский район,68212,52.784527,40.44661
Старокулаткинский район,73239,52.777462,47.451106
Черемховский район,25248,52.772205,102.282196
Колышлейский район,56233,52.758119,44.511127
Усолье-Сибирское,25436,52.756648,103.638769
Кумертау,80423,52.756523,55.796976
Еравнинский район,81215,52.755324,112.254673
Кизильский район,75232,52.749971,59.299364
Краснозоренский район,54224,52.746422,37.664087
Прибайкальский район,81242,52.746248,108.438989
Сосковский район,54253,52.740333,35.42933
Мамонтовский район,12261,52.738201,81.684743
Красноармейский район,36226,52.733146,49.92089
Тамбов,68401,52.721219,41.452274
Сибай,80443,52.72051,58.666429
Павловский район,73232,52.71218,47.125287
Верховский район,54208,52.711744,37.249829
Зональный район,12291,52.699172,84.917375
Баймакский,80206,52.688032,58.25448
Хворостянский район,36244,52.686138,49.007896
Куюргазинский,80239,52.678757,55.929038
Кугарчинский,80238,52.675279,56.606224
Свердловский район,54252,52.667814,36.338524
Клинцовский район,15230,52.665777,32.241245
Кромской район,54225,52.654361,35.775712
Абаза,95402,52.651657,90.088572
Измалковский район,2553630,52.644379,38.000237
Кирсановский район,68210,52.644199,42.537951
Тамалинский район,56258,52.633193,43.347746
Брасовский район,15204,52.628722,34.71729
Топчихинский район,12491,52.628077,83.255546
Шушенский район,4259,52.621276,91.508297
Рассказовский район,68228,52.619395,41.966604
Елец,2899090,52.619302,38.499943
Алексеевский район,36202,52.610663,51.243371
Уметский район,68246,52.609105,42.9734
Липецк,2899060,52.608782,39.599346
Романовский район,12371,52.604894,81.112372
Александровский,53206,52.604773,54.401039
Трубчевский район,15256,52.600863,33.803829
Бийский район,1204,52.596224,85.581509
Липецкий район,2553750,52.594972,39.365101
Котовск,68410,52.59292,41.50575
Новозыбковский район,15240,52.582695,31.87679
Кулундинский район,12221,52.580041,79.071688
Лопатинский район,56242,52.570841,45.725991
Петровский район,68224,52.566719,40.394921
Покровский район,54250,52.566374,36.916976
Бековский район,56209,52.560862,43.674499
им. Полины Осипенко район,8237,52.559619,136.816706
Сердобский район,56256,52.541231,44.131849
Селемджинский район,10245,52.539642,132.370826
Бийск,1405,52.539297,85.21382
Ермаковский район,4216,52.51844,92.702337
Погарский район,15242,52.515355,33.221451
Нерчинский район,76228,52.508487,116.070141
Мало-сердобинский район,56244,52.502397,45.065019
Дмитровский район,54212,52.501833,35.20503
Елецкий район,2554000,52.499201,38.532956
Большеглушицкий район,36208,52.490111,50.39688
Балтайский район,63209,52.484715,46.662664
Родинский район,12361,52.48398,80.263096
Стародубский район,15250,52.480179,32.720137
Усть-Большерецкий район,30216,52.463162,156.829679
Глазуновский район,54210,52.459678,36.220989
Хоринский район,81257,52.454267,109.647232
Хвалынский район,63249,52.449437,47.958825
Задонский район,2553600,52.442581,38.923175
Брединский район,75212,52.432683,60.306708
Грязинский район,2553450,52.431398,40.024168
Сорочинск,53427,52.429092,53.151016
Духовницкий район,63214,52.42031,48.441679
Усольский район,25240,52.415521,103.215465
Сретенский район,76240,52.407089,118.379171
Троснянский район,54254,52.404787,35.811186
Окинский район,81239,52.397517,100.389653
Пестравский район,36232,52.394154,49.793967
Октябрьский,53233,52.391775,55.275172
Алейский район,1201,52.381023,82.949894
Малоархангельский район,54232,52.375141,36.595236
Знаменский район,68206,52.370512,41.309145
Комаричский район,15232,52.368895,34.67152
Усть-Пристанский район,12551,52.363132,83.652619
Тюльганский,53253,52.360162,56.08556
Злынковский район,15223,52.35348,31.792088
Ангарский район,25203,52.349007,103.694851
Сорочинский,53250,52.348166,53.301052
Быстроистокский район,12071,52.342251,84.498958
Курманаевский,53225,52.341729,51.801683
Ливенский район,54229,52.341377,37.424884
Долгоруковский район,2553570,52.339154,38.355179
Суземский район,15252,52.336424,34.122722
Тоцкий,53252,52.323062,52.55404
Инжавинский район,68208,52.319847,42.528276
Кызылский кожуун,93222,52.290855,94.127398
Эрзинский кожуун,93258,52.290855,94.127398
Чеди-Хольский кожуун,93257,52.290855,94.127398
Чаа-Хольский кожуун,93256,52.290855,94.127398
Улуг-Хемский кожуун,93254,52.290855,94.127398
Тоджинский кожуун,93250,52.290855,94.127398
Тес-Хемский кожуун,93245,52.290855,94.127398
Тере-Хольский кожуун,93243,52.290855,94.127398
Тандинский кожуун,93240,52.290855,94.127398
Сут-Хольский кожуун,93238,52.290855,94.127398
Пий-Хемский кожуун,93235,52.290855,94.127398
Овюрский кожуун,93230,52.290855,94.127398
Монгун-Тайгинский кожуун,93225,52.290855,94.127398
Каа-Хемский кожуун,93220,52.290855,94.127398
Дзун-Хемчикский кожуун,93215,52.290855,94.127398
Бай-Тайгинский кожуун,93205,52.290855,94.127398
Барун-Хемчикский кожуун,93210,52.290855,94.127398
Вольский район,63211,52.289285,47.358248
Иркутск,25401,52.286387,104.28066
Базарно-Карабулакский район,63206,52.284745,46.379946
Красногорский район,12191,52.275891,86.29151
Ключевский район,12171,52.27161,79.380996
Ивантеевский район,63219,52.270215,49.273842
Сампурский район,68232,52.267008,41.663324
Шимановский район,10255,52.263497,128.088441
Кваркенский,53222,52.259512,59.411231
Поныровский район,38230,52.247074,36.272929
Советский район,12421,52.243881,85.548667
Ртищевский район,63241,52.242867,43.697694
Желеногорский район,38210,52.242001,35.455094
Колпнянский район,54223,52.241582,37.025358
Зилаирский,80227,52.241135,57.538873
Петровский район,63235,52.226056,45.367204
Климовский район,15228,52.223601,32.174653
Читинский район,76250,52.194711,114.03375
Таштапский район,95225,52.190703,89.348801
Шипуновский район,12591,52.18041,82.29513
Новичихинский район,12281,52.17861,81.388407
Хлевенский район,2553870,52.177826,39.122727
Добринский район,2553510,52.177439,40.360731
Ржаксинский район,68230,52.157553,41.989152
Усманский район,2553840,52.140362,39.748834
Смоленский район,1240,52.135923,84.901215
Дмитриевский район,38208,52.133424,35.008811
Мордовский район,68214,52.133137,40.824028
Сибирский,1555,52.129671,82.530013
Тербунский район,2553810,52.126575,38.373433
Петропавловский район,12331,52.124435,84.14336
ЗАТО Шиханы,63545,52.114774,47.202327
Новобурасский район,63229,52.113093,46.01205
Севский район,15248,52.111019,34.403373
Большечерниговский район,36210,52.104758,50.821873
Екатериновский район,63216,52.102987,44.454219
Должанский район,54215,52.09756,37.500019
Турковский район,63247,52.095491,43.082536
Фатежский район,38244,52.082869,35.848206
Хайбуллинский,80255,52.074816,58.360283
Волчихинский район,12081,52.067724,80.48233
Сакмарский,53240,52.058428,55.241027
Воловский район,2553420,52.050486,37.965104
Иркутский район,25212,52.039165,105.011817
Чита,76401,52.033973,113.499432
Золотухинский район,38212,52.030377,36.400562
Шелеховский район,25255,52.029413,103.847556
Турочакский район,84225,52.021705,87.480008
Токаревский район,68242,52.014372,41.173482
Газимуро-Заводский район,76210,51.997535,119.215107
Белокуриха,1404,51.99606,84.984004
Зианчуринский,80226,51.995611,56.905183
Новосергиевский,53231,51.987459,53.692143
Усть-Калманский район,12541,51.977907,83.399295
Переволоцкий,53237,51.976254,54.329201
Горно-Алтайск,84401,51.958182,85.960373
Пугачевский,63237,51.949151,49.057465
Рамонский район,20243,51.929141,39.186651
Кабанский район,81224,51.921554,106.123303
Балаковский район,63207,51.915821,47.896626
Черемисиновский район,38248,51.907299,37.202362
Жердевский район,68204,51.906871,41.5926
Конышевский район,38216,51.906293,35.263429
Щигровский район,38250,51.901798,36.805181
Воскресенский район,63212,51.883856,46.662188
Поспелихинский район,12341,51.87485,81.836963
Хомутовский район,38246,51.872275,34.670532
Аткарский район,63204,51.864862,44.975134
Верхнехавский район,20211,51.861175,39.939924
Перелюбский район,63234,51.855501,50.161467
Первомайский,53236,51.841732,51.632944
Саракташский,53241,51.841654,56.306456
Уваровский район,68244,51.839628,42.081867
Михайловский район,12271,51.835065,79.672912
Улан-Удэ,81401,51.834464,107.584574
Шилкинский район,76255,51.824245,115.695238
Семилукский район,20249,51.823944,38.720865
Мазановский район,10232,51.822207,129.844566
Алтайский район,12021,51.820766,85.27733
Заиграевский район,81218,51.815666,108.521894
Майминский район,84215,51.812258,85.989039
Аркадакский район,63203,51.809352,43.733186
Совесткий район,38236,51.809329,37.621947
Мучкапский район,68218,51.808572,42.466256
Кижингинский район,81227,51.808433,110.32705
Ташлинский,53251,51.797049,52.811093
Касторенский  район,38214,51.782576,38.123944
Татищевский район,63246,51.77331,45.621112
Оренбург,53401,51.768199,55.096955
Егорьевский район,12091,51.764838,80.92714
пгт. Углегорск,10570,51.762402,128.122011
Эртильский район,20258,51.759944,40.72789
Романовский район,63240,51.737913,42.752441
Курск,38401,51.730361,36.192647
Кызыл,93401,51.719086,94.437757
Иволгинсий район,81222,51.713953,107.091794
Марксовский район,63226,51.704521,47.113825
Краснопартизанский район,63224,51.698755,48.733757
Чойцкий район,84245,51.692765,86.69904
Карымский район,76220,51.673165,114.382764
Октябрьский район,38228,51.670847,35.853605
Шелопугинский район,76252,51.669478,117.700017
Нерчинско-Заводский район,76230,51.668741,119.785483
Воронеж,20401,51.661535,39.200287
Тимский район,38242,51.660831,37.150296
Слюдянский район,25234,51.656512,103.718477
Солонешенский район,12431,51.642452,84.377147
Терновский район,20254,51.638361,41.508338
Новоусманский район,20225,51.631485,39.570357
Курский район,38220,51.627431,36.252942
Льговский район,38222,51.621398,35.380444
Балашовский район,63208,51.608955,43.205273
Панинский район,20235,51.596727,40.098548
Рыльский район,38234,51.593448,34.583153
Адамовский,53204,51.581876,60.016507
Краснощековский район,12201,51.572047,82.938764
Курчатовский район,38221,51.567238,35.527408
пос. Горный,76585,51.555329,113.034895
Ногликский район,64232,51.555138,143.162099
Тарбагатайский район,81250,51.550624,107.559098
Тункинскийрайон,81251,51.544755,102.417114
Рубцовский район,1238,51.542688,81.470441
Саратов,63575,51.533103,46.034158
Горшеченский район,38206,51.523947,38.031022
Илекский,53219,51.503606,53.778731
Аннинский район,20202,51.502844,40.624539
Рубцовск,1416,51.501207,81.2078
Нижнедевицкий район,20223,51.497495,38.446592
Оренбургский,53234,51.495011,54.700933
Курьинский район,12231,51.488276,82.372439
Балейский район,76206,51.477058,116.858404
Солнцевский район,38238,51.469878,36.735768
Гай,53214,51.465019,58.443719
Калининский район,63221,51.464424,44.303679
Мантуровский район,38223,51.452364,37.262792
Медвеньский район,38224,51.446004,36.102671
Новоорский,53230,51.435484,59.10911
Хохольский район,20256,51.433664,38.896055
Хилокский район,76247,51.431424,110.993294
Свободненский район,10242,51.430593,127.728333
Борисоглебский,20206,51.412306,42.364064
Озинский район,63232,51.404536,49.803695
Медногорск,53415,51.403794,57.58324
Гайский,53413,51.401878,58.379202
Кореневский район,38218,51.400884,34.965889
Лысогорский район,63225,51.400721,45.008605
Грибановский район,20213,51.39536,41.734444
Саратовский район,63243,51.380072,45.64393
Каширский район,20220,51.368107,39.513745
Большесолдатский район,38203,51.367798,35.597432
Беляевский,53210,51.355465,56.349997
Чемальский район,84243,51.341165,86.213339
Глушковский район,38204,51.336484,34.537555
Кувандыкский,53224,51.332134,57.426538
Ершовский район,63217,51.326973,48.24554
Шебалинский район,84250,51.326529,85.499969
Энгельский район,63250,51.324519,46.314738
Нововоронеж,20427,51.309213,39.216277
Советский район,63244,51.305795,46.901975
Поворинский район,20239,51.304151,42.660975
ЗАТО Солнечный,63401,51.298723,49.064157
Селенгинский район,81248,51.28596,106.529269
Солнечный район,8244,51.265242,136.13757
Угловский район,12531,51.259386,80.108146
Самойловский,63242,51.239558,43.631667
Федоровский район,63248,51.236152,47.582
Обоянский район,38226,51.23358,36.145449
Суджанский район,38240,51.23318,35.287414
Чарышский район,12581,51.232667,83.761837
Орск,53423,51.229362,58.475196
Старооскольский район,14252,51.218723,38.036008
Могойтуйский район,76128,51.216771,115.211648
Пристенский район,38232,51.214994,36.562321
Новотроицк,53420,51.196417,58.301767
Губкинский район,14235,51.18651,37.380687
Змеиногорский район,1214,51.185319,82.30768
Ак-Довурак,93403,51.178493,90.598474
Таловский район,20251,51.168176,40.756834
Репьевский район,20245,51.154433,38.704085
Мухоршибирский район,81236,51.120202,107.7787
Серышевский район,10247,51.11897,128.634059
Новохоперский район,20227,51.103922,41.391566
Соль-Илецкий,53244,51.100806,54.406456
Ясненский,53259,51.096021,60.214298
Бобровский район,20204,51.095699,40.027582
Дергачевский район,63213,51.095608,48.893675
Беловский район,38202,51.064486,35.678244
Локтевский район,12251,51.052371,81.516219
Александровск-Сахалинский район,64204,51.050791,142.240608
Светлинский,53242,51.030567,60.97827
Лискинский район,20221,51.025639,39.552939
Ивнянский район,14238,51.014132,36.231472
Новоникольевский,18240,51.006385,42.650447
Прохоровский район,14246,51.006033,36.817596
Петровск-Забайкальский район,76236,50.990909,109.055026
Верхнебуреинский район,8214,50.988267,132.887834
Усть-Канский район,84235,50.987355,84.989349
Чернянский район,14254,50.976892,37.833473
Акбулакский,53205,50.971805,55.78334
Александрово-Заводский район,76204,50.968022,117.972638
Оловяннинский район,76232,50.954486,116.204286
Калганский район,76218,50.952352,118.946196
Красноармейский район,63222,50.925392,45.568929
Острогожский район,20231,50.913343,39.052155
Красненский район,14241,50.907425,38.58186
Ромненский район,10240,50.903358,130.000676
Жирновский,18212,50.898728,44.863976
Третьсяковский район,12501,50.879586,82.266151
Еланский,18210,50.864494,43.756785
Улетовский район,76246,50.863778,111.936444
