pub_ID,pub_name,pub_town
54536,The Wheatsheaf,Chelmsford
54540,The King's Head Inn,Newton Under Roseberry
54541,The Plough,Chelmsford
54542,King's Arms Hotel,Ballantrae
54543,The Empress,Hull
54544,The Virgin Queen,E2
54545,Birdcage,E2
54547,Nelsons Head,E2
54548,The Perseverance,E2
54549,The Prince,N16
54550,Clissold Park Tavern,N16
54551,Three Crowns,N16
54552,The White Hart,N16
54553,Turnpike,N16
54554,The Wheatsheaf,N16
54555,Pan & Vino,N16
54556,Woolf & Whistle (Tavistock Hotel),WC1
54558,The Sussex Hotel,Bexhill-On-Sea
54559,West Station,Bexhill-On-Sea
54560,The Sackville Bistro,Bexhill-On-Sea
54561,Sager + Wilde,E2
54563,Be At One,SW4
54566,The White Lion,Cray
54571,The Fountaine Inn,Skipton
54572,The Queens Head Inn,Littlebury
54573,Miners Arms,Silecroft
54575,The Brunel,SE16
54576,Blacksmiths Arms,SE16
5458,The Model T,Darlington
54580,The Salt Quay,SE16
54581,The Stanley Arms,SE16
54582,St James of Bermondsey,SE16
54583,The Surrey Docks (JD Wetherspoon),SE16
54585,Whelans,SE16
5459,The Mowden,Darlington
54590,Bo Peep,St. Leonards-On-Sea
54592,The Exhibit,SW12
54593,The Henry Addington,E14
54594,The Plough Inn,Wigglesworth
54596,The Prince of Wales,East Molesey
5460,The Joseph Pease,Darlington
54601,Duke of Somerset,E1
54604,King's Arms & Royal Hotel,Godalming
54605,The Beer House,SE1
54606,Boat House Inn,Connah's Quay
54607,Custom House,Connah's Quay
54608,Hare & Hounds,Connah's Quay
54609,The Railway,SW4
5461,Number Twenty 2,Darlington
54610,The Rookery,SW4
54611,The Bobbin,SW4
54612,Old Town Tavern,SW4
54613,The Three Horseshoes,Hinxworth
54614,The Regal (Lloyds No 1 Bar),Cambridge
54615,All Bar One,Cambridge
54616,Star & Garter,SE14
54617,The Little Crown,SE14
54618,The Five Bells,SE14
5462,The Oak Tree Inn,Middleton St. George
54621,White Swan,SE8
54624,The Pommelers Rest (JD Wetherspoon),SE1
54625,The Raven,SE1
54626,The Kentish Drovers (JD Wetherspoon),SE15
54627,The Montague Arms,SE15
54628,The Brockley Barge (JD Wetherspoon),SE4
5463,Jessica's,Darlington
54631,The Red Hawk,Brough
54632,The Mad Bishop & Bear,W2
54636,The Royal Oak,Ripon
54637,Duke Of Cambridge,SW8
54638,The Asylum Tavern,SE15
54639,Bar Story,SE15
5464,The Otter & Fish Inn,Hurworth
54640,The Gowlett,SE15
54642,The Prince Albert,SE15
54643,The Old Nuns Head,SE15
54644,The Victoria Inn,SE15
54646,Mechanics Arms,Pentre
54647,The Victoria,Chester
54648,Ye Olde Boot Inn,Chester
54649,Prince of Wales,SW2
5465,The Pennyweight,Darlington
54650,The King & Co,SW4
54651,The Dome Bar,Watford
54652,O'Neills,Watford
54653,Bosleys,Watford
54655,Molloy's,Watford
54656,The Rising Sun,Watford
54665,Ben Nevis,Fort William
54666,Coasters,Oban
54667,The Boot and Shoe,Nantwich
54669,The Queens Head,Tolleshunt D'Arcy
54670,Volunteer Arms,Fort William
54671,O'Donnell's Irish Pub,Oban
54672,Masons Arms,Rudgeway
54677,The Beer House,SW1
54679,Charters,Peterborough
5468,The Quays,Darlington
54681,Fox Covert Inn,High Leven
54682,The Falcon Inn,Hilton
54683,Tom Cobley Tavern,Crediton
54685,Bridge House,W2
54686,Cleveland Arms,W2
54687,The Dickens Tavern,W2
54689,The Beer House,W2
54690,The Porchester,W2
54691,Pride of Paddington,W2
54692,Prince Alfred,W2
54693,The Bayswater Arms,W2
54694,Sawyers Arms,W2
54695,The Sussex Arms,W2
54696,Bag O' Nails,SW1
54697,The Willow Walk (JD Wetherspoon),SW1
54699,The Slug & Lettuce,St. Albans
547,Hollywood Tavern,Bristol
5470,Railway Tavern,Darlington
54700,Cork & Bottle,W2
54702,Coco Momo,SW7
54705,The Masonic,Bristol
54706,Robert Fitzharding (JD Wetherspoon),Bristol
54707,The Victoria Park,Bristol
54708,The London Inn,Bristol
54709,The Old Globe,Bristol
5471,The Red Lion,Darlington
54711,The Knights Templar (JD Wetherspoon),Bristol
54712,Smoke & Mirrors,Bristol
54713,Colosseum,Bristol
54714,The Somerset,Weymouth
54717,Bloomsbury Street Bar,WC1
54718,Creation Bar @ Radisson Blu Edwardian,WC1
54720,The Bank Top Brewery Tap,Bolton
54727,Last Orders,Bolton
54728,Toby Carvery Bolton,Bolton
54730,Nelson Hotel,Bolton
54731,White Swan,Bicknacre
54732,The Stags Head,Earls Barton
54733,White Horse Inn,Mark
54734,The Carnival Inn (JD Wetherspoon),Bridgwater
54735,The Gallery,Bridgwater
54736,Ring O' Bells,Ashcott
54739,Spouter's Corner (JD Wetherspoon),N22
54740,The Oakwood,Eastwood
54741,Cider Press,Bristol
54742,The Hobgoblin,Bristol
54743,The Gallimaufry ,Bristol
54744,Gloucester Road,Bristol
54745,Kings Head,Bristol
54746,Cat & Wheel,Bristol
54747,Ring O'Bells,Hinton Blewitt
54748,Yates's,Weston Super Mare
54749,Orange Corner,Weston Super Mare
54750,Cabot Court Hotel (JD Wetherspoon),Weston Super Mare
54752,The Marquis of Granby,Weymouth
54753,The Queens Arms,SW7
54754,The Blue Posts,SW1
54755,Three Crowns,SW1
54757,Cross Keys,SW3
54758,The Drayton Arms,SW5
54759,The Farmers Arms,Taunton
54762,The Pimpernel,West Huntspill
54763,Finns,Weymouth
54764,The Fort Jester,Castle Bromwich
54765,Cavalry Bar,SW1
54767,Sadler’s Brewhouse,Southampton
54768,Wild Lime,Southampton
54769,Richmond Inn,Southampton
5477,The Shuttle & Loom,Darlington
54770,Sobar,Southampton
54771,Belgium & Blues,Southampton
54773,The Angel,Southampton
54774,Dolphin Hotel,Southampton
54776,Slug and Lettuce,Southampton
54777,The Scholars Arms,Southampton
54778,The Lion,Southampton
5478,The Skerne Park Hotel,Darlington
54780,London Road Brew House,Southampton
54782,Yates's,Southampton
54783,Ebenezers,Hythe
54784,The Travellers Tavern,SW1
54785,Ring O Bells,Lathom
54787,The Eagle & Child,Bispham
54788,The Crofters Hotel,Garstang
54789,Tithebarn,Garstang
5479,The Slaters Arms,Darlington
54790,Royal Oak Hotel,Garstang
54792,Regent Hotel,Waterhead
54793,The Waterhead Hotel,Waterhead
54794,Resting Hare,WC1
54795,London Pub (Royal National Hotel),WC1
54796,Night & Day Bar (Imperial Hotel),WC1
54797,Callaghans,WC1
54798,Atrium Bar,WC1
54799,Sloe,SW1
5480,The Spotted Dog,High Coniscliffe
54801,King's Head,South Green
54802,The Duke of York,South Green
54803,John O'Gaunt Inn,Sutton
54804,The Chequers,Wrestlingworth
54807,Elements,SE1
54813,The Green Man,Hurst
54814,The Camberwell Arms,SE5
54815,Stormbird,SE5
54816,Hermits Cave,SE5
54817,The Tiger,SE5
54818,Nags Head,SE5
5482,The Station,Hurworth Place
54821,The Bull,Barkham
54822,Pig & Abbot,Abington Piggots
54824,The Pheasant Inn,Keyston
54825,Dysart Arms,Bunbury
54826,Mill Hotel,Chester
54827,Telford's Warehouse,Chester
54828,The Pheasant Inn,Burwardsley
54833,White Hart Inn,Bouth
54834,Coledale Inn,Braithwaite
54836,Britannia Inn,Elterwater
54838,Gosforth Hall Inn,Gosforth
54839,Old Dungeon Ghyll Hotel,Great Langdale
5484,The Old English Gentleman,Darlington
54842,The Old Crown,Hesket Newmarket
54844,Emily's Black Lion,Ireby
54847,The Cross Keys Hotel,Milnthorpe
54848,The Screes Inn,Nether Wasdale
54849,Kings Head Hotel,Ravenstonedale
54850,Scafell Hotel,Keswick
54854,Brown Cow Inn,Waberthwaite
54855,Ritsons Bar @ Wasdale Head Inn,Wasdale Head
54856,The Woodman,SW11
54857,The Asparagus (JD Wetherspoon),SW11
54858,Stag & Huntsman,Hambleden
54859,The Farmers Bar at The Kings Head,Aylesbury
5486,The Newbus Arms,Neasham
54861,The Woolpack,Buckingham
54862,The Robin Hood,Clifton Reynes
54863,The Swan,Ley Hill
54864,Old Hunters Tavern,Stalybridge
54866,Waggon & Horses,Matley
54867,The Organ,Stalybridge
54868,The White House,Stalybridge
5487,Three Crowns,Darlington
54870,The Reindeer,Copley
54871,The Stocks Inn,Stalybridge
54872,The Q Inn,Stalybridge
54873,The Lord Stamford,Stalybridge
54876,The Wharf Tavern,Stalybridge
54879,The Astley Arms,Stalybridge
5488,Travellers Rest,Darlington
54880,Stalybridge Station Buffet Bar,Stalybridge
54883,The Hare & Hounds,Millbrook
54886,Stamford Arms,Carrbrook
54887,Bulls Head,Stalybridge
54888,Fox Tavern,Stalybridge
54889,The Society Rooms (JD Wetherspoon),Stalybridge
5489,The Turks Head,Darlington
54893,Lincoln Arms Hotel,Dorking
54894,Surrey Yeoman,Dorking
54897,The Landor,SW9
54898,24 The Oval,SW9
54899,The Grand Hotel,Bishop Auckland
5490,The Wheatsheaf Inn,Staindrop
54901,Quakerhouse,Darlington
54902,Langdon Beck Hotel,Forest-In-Teesdale
54905,The Sun of Camberwell,SE5
54908,The Turnpike,Knottingley
5491,The Wheatsheaf,Darlington
54912,The George Inn,Selby
54913,The Cricketers Arms,Selby
54914,The New Inn,Selby
54915,Falcon Inn,St. Mawgan
54916,The Peacock,Cranbrook
54917,The Angel Inn,Hetton
54918,The Bulls Head,Dorking
54919,The Old Poets Corner,Ashover
5492,Darlington Flyer,Darlington
54922,Queen Anne Inn,Great Hucklow
54923,Millstone Inn,Hathersage
54925,The Cheshire Cheese Inn,Hope
54927,The Lathkil,Over Haddon
54928,The Village Inn,Ashwater
5493,The Angel,Durham
54930,The George Inn,Chardstock
54933,Madruth Inn,Cornworthy
54935,Great Western Hotel,Exeter
54936,The Old Inn,Hawkchurch
5494,The Avenue Inn,High Shincliffe
54940,The Royal Inn,Horsebridge
54941,The Bearslake Inn,Sourton
54945,Trout 'N' Tipple,Tavistock
54946,The Rising Sun Inn,Woodland
54947,The Prince of Wales,SE1
54948,Belushis,SE1
54949,Dover Castle,SE1
5495,Bay Horse Inn,Brandon
54950,St. Christopher's Inn,SE1
54951,The Bridge Tap,SE1
54952,The Rockingham Arms (JD Wetherspoon),SE1
54953,The Spyway Inn,Askerswell
54954,The Gaggle of Geese,Buckland Newton
54955,Sailors Return,Chaldon Herring
54956,Museum Inn,Farnham
54957,The Hunters Moon,Middlemarsh
54958,The Langton Arms,Tarrant Monkton
54959,The Ship Inn,West Stour
5496,The Big Jug,Durham
54960,The Bag o' Nails,Bristol
54964,Lower Lode Inn,Forthampton
54965,The Frocester George,Frocester
54967,Butchers Arms,Sheepscombe
54968,Miners Arms,Whitecroft
54969,Southfields,Bolton
5497,Black Bull Inn,Lanchester
54970,Wyldes,Bury
54971,The Wheatsheaf,Braishfield
54972,Northbrook Arms,East Stratton
54973,The Royal Oak,Lasham
54974,Four Horseshoes,Long Sutton
54975,The Old Customs House,Portsmouth
54977,The Square Cow,Wickham
54978,The Dog Inn,Ewyas Harold
54979,Tarrington Arms,Tarrington
5498,Black Horse Inn,Waterhouses
54980,The Woodman Inn,Nuthampstead
54981,The Fox Inn,Willian
54982,Gas Street Social,Birmingham
54983,Lost & Found,Birmingham
54984,The Briar Rose (JD Wetherspoon),Birmingham
54985,The Florence,Birmingham
54986,The Sun on the Hill,Birmingham
54987,The Flapper,Birmingham
54989,Ginger's Bar,Birmingham
5499,The Blacksmiths Arms,Low Pittington
54990,The Malt House,Birmingham
54991,Metro Bar,Birmingham
54992,Yarbridge Inn,Brading
54995,Blakes,Dover
54998,Sankey's,Tunbridge Wells
54999,The Running Pump,Catforth
55001,The Sun,Lancaster
55002,Robin Hood Inn,Mawdesley
55003,The Priory,Scorton
55004,Calf's Head Inn,Worston
55006,The Ale Wagon,Leicester
5501,The Board Inn,Esh
55010,The Crown,N19
55011,The Spoke,N19
55013,The Arsenal Tavern,N4
55014,The Gunners,N5
55015,Bank of Friendship,N5
55016,Drayton Park,N5
55017,The Snooty Fox,N5
55019,Ship Inn,Barnoldby Le Beck
5502,Brancepeth Castle Inn,Meadowfield
55021,The Junction,Harborne
55023,The Prince of Wales,Birmingham
55024,The Shakespeare,Birmingham
5503,The Brawn's Den,Brandon
55036,Big Red,N7
55037,The Duchess of Kent,N7
55038,Owl & Hitchhiker,N7
55039,The Tollington Arms,N7
55040,Nambucca,N7
55041,The Jolly Sisters,N7
55042,Zelman Drinks,N4
55043,The Blackstock,N4
55044,The Duke's Head,Leatherhead
55048,The Edmund Tylney (JD Wetherspoon),Leatherhead
55053,The Cheshire Line Tavern,Cheadle
55054,The Font,Manchester
55055,The Hatters Arms,Marple
55057,The Royal Oak,Wigan
55059,The Fire Station,SE1
5506,Bridge Hotel,Durham
55060,The Duke,Surbiton
55063,Stamps Bar,Crosby
55066,The Slug and Lettuce,SW1
55067,The Station,Hove
55068,The Windsor Castle,Carshalton
55069,The Beehive,Great Waltham
55072,The Original Sam's Bar,Horwich
55076,The Barum Top Inn (JD Wetherspoon),Halifax
55077,The Duke Of Wellington,Halifax
55078,Elm Tree Inn,Embsay
55079,The King and Queen,Caterham on the Hill
55080,The John Gilbert,Manchester
55081,The Woodside,Manchester
55082,The Royal Oak,Cheadle
55085,Micker Brook,Cheadle
55086,Christie Fields,Manchester
55088,The Counting House,EC3
55089,All Bar One,EC2
55102,Mayfair Exchange,W1
55103,The Fitzrovia Belle,W1
55106,Marquis of Granby,W1
55107,The Warwick,W1
55108,The Happy Man,N4
55109,The Brownswood,N4
5511,Colpitts Hotel,Durham
55110,Nicholas Nickleby,N4
55111,Park Tavern,N4
55112,Brouhaha,N4
55117,Dutch House,N15
55118,The Green Gate,N15
55119,K K McCools,N15
5512,Court Inn,Durham
55120,Stapleton Tavern,N4
55121,City Bar,E1
55122,The Nag's Head,N22
55126,Yates's,Bury
55128,Bridge Tavern,Radcliffe
5513,Cross Keys,Sherburn
55130,The Lock Keeper,Radcliffe
55131,R.S. Hispaniola,WC2
55132,The Yacht,WC2
55133,Bar & Co,WC2
55135,Namco Funscape,SE1
55136,The White Horse,Manchester
5515,Croxdale Inn,Croxdale
55157,The Fromeway Inn,Radstock
55158,The Top House Inn,The Lizard
55159,The Charlie Hall (JD Wetherspoon),Erdington
5516,Dog & Gun Inn,Bearpark
55160,The Figure of Eight (JD Wetherspoon),Birmingham
55161,The Hornet (JD Wetherspoon),Washwood Heath
55163,Sir Robert Peel,Bloxwich
55164,Turf Tavern,Bloxwich
55165,The Spa,Hockley
55166,The Victoria Stakes,N10
55168,Fountain Head,Branscombe
5517,Duke Of Wellington,Durham
55170,Kings Head,N8
55171,Maynard Arms,N8
55173,The Railway Tavern,N8
55174,The Two Brewers,N17
55175,The Rake,SE1
55177,Miller & Carter Muswell Hill,N10
55178,The Furlong,N10
55182,Whittington Stone,N19
55183,Prince of Wales,N6
55185,The Woodman,N6
55186,The Anchor,SE1
55187,The Rendezvous Bar,St. Helens
5519,Dun Cow,Durham
55196,Beefeater The Brache,Luton
55198,Church House Inn,Bollington
55199,Cotton Tree,Bollington
55200,The Crown Inn,Bollington
55201,Devonshire Arms,Mellor
55202,Rose and Crown,Algreave
55206,The Crown,Whinney Hill
55207,Kings Arms,Egremont
55208,Burgundy's,Kendal
5521,Fighting Cocks,Durham
55210,Duke of Cumberland,Kendal
55212,The Royal Oak,Keswick
55216,The Eagle Hotel,Buxton
55218,The Fox House,Longshaw
5522,The Flass Inn,Ushaw Moor
55221,All Bar One,E14
55222,The Greenwich Pensioner,E14
55223,The Ledger Building (Lloyds No 1),E14
55224,28West,E14
55225,Pepper Saint Ontiod,E14
55226,The Slug & Lettuce,E14
55228,Callaghanns,E14
55229,Smollensky's,E14
55230,The Pagination,E14
55231,Davy’s,E14
55234,Limehouse,E14
55235,The Bow Bells,E3
55237,Stage Door Tap @ The Queen's Royal Hotel,New Brighton
55238,The Stag Bar @ New Brighton Hotel,New Brighton
5524,The Garden House,Durham
55240,The Magazine,Wallasey
55241,Stanleys Cask,Wallasey
55242,Stanley's,Liscard
55243,The Vineyard,Liscard
55244,Saddle Inn,Liscard
55245,The Clairville (JD Wetherspoon),Liscard
55246,The Wellington,Dalton-In-Furness
55247,The Clarence,Dalton-In-Furness
55251,Traditions,Barrow-In-Furness
55252,Jeffersons,Barrow-In-Furness
55254,Sophia's,Barrow-In-Furness
55256,Brewery Inn,Barrow-In-Furness
55257,The Theatre Bar,Barrow-In-Furness
55258,MK's,Barrow-In-Furness
55259,The Furness Railway (JD Wetherspoon),Barrow-In-Furness
55265,The Funky End,Aldershot
55266,The Trafalgar Inn,Aldershot
55268,Star Inn,Bentley
55270,The Gavel,Blackpool
55271,The Merrie England Bar,Blackpool
55272,Callaghans Irish Bar (Crowne Plaza Hotel),Manchester
55273,NowHere,Morecambe
55275,Fifteens,Lytham St. Annes
55276,The Town House,Lytham St. Annes
55278,The Last Plantagenet (JD Wetherspoon),Leicester
55279,The Lansdowne,Leicester
55280,The Loaded Dog,Leicester
55281,The Marquis Wellington,Leicester
55282,Book in Hand,Mablethorpe
55283,Jester's Bar,Mablethorpe
55284,Shampers Bar,Mablethorpe
55285,Barge & Bottle,Sleaford
55286,The Packhorse Inn (JD Wetherspoon),Sleaford
5529,Hamsteels Inn,Quebec
55291,The Galvanisers Union,E3
55292,The Palm Tree,E3
55294,Red House,Longstowe
55295,The Temeraire (JD Wetherspoon),Saffron Walden
55297,The Ship Inn,Brancaster
55298,Caesars Bar,Great Yarmouth
55299,Mission,Great Yarmouth
553,The Plough Inn,Congresbury
5530,Happy Wanderer,Durham
55301,Pier Tavern,Great Yarmouth
55302,The Market Tavern,Alnwick
55303,The Queens Head Hotel,Alnwick
55304,Dirty Bottles,Alnwick
55305,1807,Linlithgow
55306,Gordon Arms Hotel,Selkirk
55307,Anchor Inn,Newcastle
55308,The Kangaroo Inn,Aston-on-Clun
55310,The Crown Inn,Clunton
55311,Hundred House Inn,Craven Arms
55316,The White Horse,Aberystwyth
55317,Gazelle Hotel,Glyn Garth
55318,Glan Aber Hotel,Betws-Y-Coed
55319,The Royal Oak Hotel,Betws-Y-Coed
55320,Waterloo Hotel,Betws-Y-Coed
55321,The Sarah Siddons,Brecon
55322,Cross Inn / Rhos yr Hafod Inn,Aberystwyth
55323,The Harp Inn,Glasbury
55325,Blue Boar,Hay-On-Wye
55326,Kilverts,Hay-On-Wye
55328,The Laughing Dog,Llandrindod Wells
55329,The Black Lion Hotel,Llanrhystud
55330,The Sarn Inn,Sarn
55335,The Falcon,Skipton
55336,Game Cock Inn,Austwick
55337,Fox & Hounds,York
55338,The Grantham Arms,Boroughbridge
55339,Anchor Inn,Boroughbridge
5534,La Tasca,Durham
55345,The Star Inn,Bingley
55358,The Birches,Eldwick
5536,Jovial Monk,Brasside
55362,The Dalesway Hotel,Ilkley
55368,Half Moon Inn,Durham
55369,The City,Durham
5537,Landton Arms,Sherburn
55370,The Water House (JD Wetherspoon),Durham
55372,The Brewery Tap,Peterborough
55373,The Cambridgeshire Hunter,St. Neots
55374,The Chequers Inn,St. Neots
55377,Liver Vaults,Fairfield
55379,The Picture Drome,Fairfield
55381,Lister Hotel,Fairfield
55383,Old Stanley Arms,Old Swan
55384,The Millfield Inn,Old Swan
55386,The Regency,Stoneycroft
55388,The Lamp Tavern,Bloxwich
5539,Lord Boyne Hotel,Langley Moor
55390,Fountain Inn,Rowlands Castle
55391,Robin Hood Inn,Rowlands Castle
55392,Port Logan Inn,Port Logan
55395,Murray Arms,Gatehouse Of Fleet
55396,O'Neill's,Oxford
55397,The Red Lion,Oxford
55398,The Lighthouse,Oxford
554,The Plough Inn,Bristol
5540,Last Orders,Durham
55403,All Bar One,Oxford
55404,The Eagle & Child,Oxford
55405,White Horse,Oxford
55406,Home,Oxford
55407,The Crown & Thistle Hotel,Abingdon
55408,Cobble Landing Bar,Filey
55409,The Station Hotel,Filey
55411,The Bottomleys Arms,Shelf
55414,The Salvation,Halifax
55415,The Courtyard,Halifax
55417,The Harrogate Arms,Harrogate
55419,Old Bell,Harrogate
5542,Market Tavern,Durham
55420,West Park Hotel,Harrogate
55421,Winter Gardens (JD Wetherspoon),Harrogate
55425,The Cask & Spindle,Shepley
55426,The Great Northern,Keighley
55427,The Hope and Anchor,Keighley
55428,The Crown Inn (JD Wetherspoon),Knaresborough
5543,Marquis Of Granby,Framwellgate Moor
55430,The Devonshire Arms,Cracoe
55431,Queen's Arms,Litton
55432,The Cross Keys,Thixendale
55433,Suddabys (Crown Hotel),Malton
55434,The New Globe,Malton
55448,The Samuel Pepys,Huntingdon
55449,The Mill Stream,Hertford
5545,Michelangelos Bar Ristorante,Durham
55450,Old Cross Tavern,Hertford
55451,Jungle Bar,Hertford
55452,The Windmill,Cheshunt
55454,Appleby's (The Heritage Hotel),Torquay
55455,Hop 'n' Grapes,Torquay
55457,Rose & Crown,Wells
55458,The Kestrel,Plompton
55460,The Castle Inn,Skipton
55461,The Narrow Boat,Skipton
55462,The Woolly Sheep Inn,Skipton
55465,The Coach & Horses,Tadcaster
55468,Wortley Arms Hotel,Wortley
55471,The Punch Bowl (JD Wetherspoon),York
55472,Gibson's,York
55473,The Old White Swan,York
55474,The Corner Pin,York
55476,The Arkles,Anfield
55477,Fountains Abbey,Walton
55478,The New Halfway House,Walton
55479,The Sandon,Anfield
55482,The Duke of York,York
55483,The Kings Arms,Amersham
55484,Saracens Head Inn,Amersham
55485,The Swan,Amersham
55486,The Victoria,E3
55487,Young Prince,E3
55488,The George & Dragon,Chesham
55490,The Sheaf,SE1
55491,The George,SE1
55495,Ambrose Hotel,Barrow-In-Furness
55496,The Owl & The Pussycat,Barrow-In-Furness
55498,Chandler's,Barrow-In-Furness
55499,Royal Hotel,Barrow-In-Furness
555,The Plough,Bristol
5550,The Oddfellows Arms,Haswell
55502,Rams Head,Barrow-In-Furness
55503,The Last Orders Inn,Barrow-In-Furness
55505,Paddys Bar,Liverpool
55508,King Charles,Everton
55509,The Royal,Everton
5551,The Old Mill Inn,Metal Bridge
55510,Elm House,Anfield
55511,Clifton Arms,Tuebrook
55513,The Canon,Anfield
55516,The Foresters Arms,Leicester
55517,The Lamb at Weare,Lower Weare
55518,The Red Lion,Chester
55519,The City Tavern,Chester
55522,The Slug & Lettuce,Chester
55523,The Pied Bull,Chester
55524,The Gold Cape (JD Wetherspoon),Mold
55525,Red Lion Hotel,Northop
55526,Swan Hotel,Flint
55527,The Ship,Flint
55529,Glynne Arms,Hawarden
5553,Plough Inn,Shadforth
55530,Crown Hotel,Liverpool
55531,O'Neill's,Liverpool
55532,The North Western  (JD Wetherspoon),Liverpool
55533,The Empire,Liverpool
55535,The Midland,Liverpool
55536,The Blob Shop,Liverpool
55537,Tess Rileys,Liverpool
55539,Riley's,Liverpool
5554,The Poachers,Metal Bridge
55541,Red Lion,SE17
55543,The Tankard,SE17
55545,All Bar One,SE1
55546,Spit and Sawdust,SE1
55547,The Black Horse,SE1
55548,The Lord Nelson,SE1
55549,Marquis of Wellington,SE1
55550,The Victoria,SE1
55551,The Ferry Boat (JD Wetherspoon),Runcorn
55552,The White Horse Inn,Great Barrow
55553,The Sportsmans Arms,Tattenhall
55554,Farmers Arms,Wallasey
55555,The Ferry,Wallasey
55561,The Eric Bartholomew (JD Wetherspoon),Morecambe
55562,Breezers Bar,Morecambe
55565,The Gladstone,SE17
55570,Aston Tavern,Birmingham
55573,Gosta Green,Birmingham
55574,Shanahans,Aston
5558,The Queens Head,Ludworth
55581,The Bricklayers Arms,Winson Green
55582,Distillery,Ladywood
55584,Black Eagle,Hockley
55585,Devonshire Arms,Winson Green
55586,Hen & Chickens,Birmingham
55592,The George V,Sheldon
55595,Sheldon Hall,Shard End
55598,Kingfisher,Castle Bromwich
5560,Rams Head,Langley Park
55601,The Greenwood,Chelmsley Wood
55602,Lakeside,Kingshurst
55603,Marston Green Tavern,Marston Green
55605,Punch Bowl,Kingshurst
55606,Drakes Drum,Great Barr
55607,Griffin Inn,Shustoke
55608,Boat Inn,Minworth
5561,The Red Lion,Coxhoe
55611,Watering Hole,Perranporth
55612,The Deck,Perranporth
55613,Tywarnhayle Inn,Perranporth
55614,Green Parrot (JD Wetherspoon),Perranporth
55615,Perranporth Inn,Perranporth
55616,St George Country House,Perranporth
55617,Seiners Arms Hotel,Perranporth
55618,Peterville Inn,St. Agnes
55619,Driftwood Spars,St. Agnes
55621,White House Inn,Penhallow
55622,The Towan Blystra (JD Wetherspoon),Newquay
55623,Braefel Inn,Rejerrah
55626,The Anchor and Hope,SE1
55627,Fountain & Ink,SE1
55629,Vaulty Towers,SE1
55630,The Stage Door,SE1
55631,The Three Stags,SE1
55632,Dick Hudsons,Eldwick
55633,Firepit,Bingley
5564,The Rose Tree Inn,Shincliffe
5565,Royal County Hotel,Durham
5566,The Royal Oak,Cornsay Colliery
55673,The North Star,Stechford
55676,Joey's Bar,Ballymoney
55677,Station Inn,Lockerbie
55678,Rogues,Portrush
5568,The Shakespeare,Durham
55680,The Miners Arms,Mithian
55681,Treguth Inn,Holywell Bay
55682,The Anvil,Cubert
55683,Smugglers Den,Cubert
55684,St Pirans Inn,Holywell Bay
55685,Market Inn,Truro
55686,Try Dowr (Lloyds No 1),Truro
55687,The Robin Hood Inn,Stourbridge
5569,Sportsmans Arms Inn,Durham
55695,Acorn Inn,Eldwick
5570,Stags Head Hotel,Esh Winning
55703,Bob's Smithy Inn,Bolton
55705,Old House at Home,Harborne
55706,The Gate Inn,Nether Whitacre
55708,The Old Joint Stock,Birmingham
5571,The Station,Durham
55710,The Kerryman,Digbeth
55712,The White Swan,Digbeth
55713,The Tap & Tanner,Walsall
55715,The Victoria,Walsall
55718,The Court House,Dudley
55719,Station Hotel,Dudley
5572,Swan & Three Cygnets,Durham
55720,Three Horse Shoes,Boroughbridge
55721,All Bar One,SE1
55722,Mc & Sons,SE1
55723,Flowers of the Forest,SE1
55724,The Rose,SE1
55725,The Slug & Lettuce,SE1
55726,The Union Jack,SE1
55728,The Gate Lodge,NW11
55729,The White Hart,SE1
5573,The Tap & Spile,Framwellgate Moor
55730,The Black Dog,SE11
55731,The Jolly Gardeners,SE11
55732,The Tommyfield,SE11
55733,The Duke of Hamilton,NW3
55734,The Freemasons Arms,NW3
55735,The George,NW3
55736,Spaniards Inn,NW3
55739,Walkabout,Newquay
55741,Zerodegrees,Bristol
55743,Zerodegrees,Reading
55744,The Old Green Tree,Bath
55745,The Raven,Bath
55746,The Fox,Menston
55747,Royal Hotel,Bath
55748,All Bar One,Bath
55749,The Canon,Bath
55750,Belushi's,Bath
55752,Slug & Lettuce,Bath
55754,Sam Wellers,Bath
55755,Coeur de Lion,Bath
55756,The Lock & Barrel,Frinton-On-Sea
55758,The Cornhill,Bridgwater
55760,The Bull,Beaumaris
55761,The Devonshire Cat,Sheffield
55765,The Black Horse,Brierley Hill
55767,The Hut,Croydon
55769,Ye Olde Clock Tower,Croydon
5577,The Honest Lawyer,Croxdale
55770,The Antelope,SW17
55771,J.J. Moon's (JD Wetherspoon),SW17
55772,Graveney and Meadow,SW17
55773,The Holmesdale,SE25
55774,Baxter's Court (JD Wetherspoon),E8
55777,The Adam & Eve,E9
55779,The Spread Eagle,E9
5578,The Gables Hotel,Haswell
55780,Prince Edward,E9
55781,The Tiger,E9
55782,The Gun,E9
55783,The Hemingway,E9
55784,People's Park Tavern,E9
55785,The Cat and Mutton,E8
55786,The Devonshire Tap House,Harrogate
55787,The Empress on the Stray,Harrogate
55788,Duke of Wellington,E8
55789,The Victoria,E8
55790,The Three Compasses,E8
55791,The Brewers Arms,Berwick-Upon-Tweed
55792,Crown & Anchor Inn,Lindisfarne
55794,White Lion Inn,Heptonstall
55795,Y's Bar & Snap,Holmfirth
55796,Kershaw House Inn,Luddenden Foot
55797,The Barnes Wallis Inn,North Howden
