word,John,Luke,Mark,Matthew
prepare,4.1254125412541255e-4,6.935774726036898e-4,7.349338559529642e-4,4.420215117135701e-4
priest,0.0020627062706270625,5.548619780829519e-4,0.002449779519843214,8.840430234271402e-4
priests,0.002268976897689769,0.0022194479123318076,0.0034296913277804997,0.002946810078090467
prison,2.0627062706270627e-4,6.935774726036898e-4,7.349338559529642e-4,0.0014734050390452335
prophesied,2.0627062706270627e-4,1.3871549452073797e-4,2.449779519843214e-4,2.946810078090467e-4
prophet,0.0020627062706270625,0.0019420169232903315,9.799118079372856e-4,0.0035361720937085606
prophets,8.250825082508251e-4,0.0024968789013732834,9.799118079372856e-4,0.002504788566376897
putteth,2.0627062706270627e-4,6.935774726036898e-4,7.349338559529642e-4,2.946810078090467e-4
question,2.0627062706270627e-4,1.3871549452073797e-4,9.799118079372856e-4,1.4734050390452334e-4
quickly,4.1254125412541255e-4,2.7743098904147595e-4,2.449779519843214e-4,4.420215117135701e-4
raiment,2.0627062706270627e-4,6.935774726036898e-4,2.449779519843214e-4,0.0010313835273316634
raise,0.0010313531353135313,2.7743098904147595e-4,2.449779519843214e-4,4.420215117135701e-4
ran,2.0627062706270627e-4,5.548619780829519e-4,0.001224889759921607,2.946810078090467e-4
read,2.0627062706270627e-4,2.7743098904147595e-4,7.349338559529642e-4,8.840430234271402e-4
ready,2.0627062706270627e-4,0.0012484394506866417,7.349338559529642e-4,7.367025195226168e-4
reason,4.1254125412541255e-4,2.7743098904147595e-4,4.899559039686428e-4,1.4734050390452334e-4
receive,0.0028877887788778876,0.0024968789013732834,0.002939735423811857,0.002062767054663327
received,0.003094059405940594,0.0012484394506866417,9.799118079372856e-4,0.0026521290702814205
receiveth,0.0014438943894389438,5.548619780829519e-4,4.899559039686428e-4,0.0013260645351407102
release,8.250825082508251e-4,5.548619780829519e-4,4.899559039686428e-4,4.420215117135701e-4
remember,4.1254125412541255e-4,6.935774726036898e-4,2.449779519843214e-4,2.946810078090467e-4
rest,2.0627062706270627e-4,5.548619780829519e-4,4.899559039686428e-4,7.367025195226168e-4
resurrection,8.250825082508251e-4,6.935774726036898e-4,4.899559039686428e-4,7.367025195226168e-4
righteous,4.1254125412541255e-4,5.548619780829519e-4,2.449779519843214e-4,0.0017680860468542803
rise,8.250825082508251e-4,0.0018033014287695936,0.0031847133757961785,0.0013260645351407102
risen,4.1254125412541255e-4,9.710084616451658e-4,0.0017148456638902498,0.0010313835273316634
round,2.0627062706270627e-4,0.0012484394506866417,0.002449779519843214,4.420215117135701e-4
ruler,4.1254125412541255e-4,8.322929671244278e-4,7.349338559529642e-4,7.367025195226168e-4
sabbath,0.002268976897689769,0.0024968789013732834,0.0026947574718275357,0.0014734050390452335
saith,0.02330858085808581,0.0013871549452073796,0.011758941695247428,0.006925003683512598
sake,0.0010313531353135313,6.935774726036898e-4,0.0019598236158745713,0.0017680860468542803
sat,0.0018564356435643563,0.0022194479123318076,0.0046545810877021065,0.0023574480624723735
satan,2.0627062706270627e-4,8.322929671244278e-4,0.0014698677119059284,5.893620156180934e-4
save,0.0010313531353135313,0.0018033014287695936,0.002204801567858893,0.0017680860468542803
saved,6.188118811881188e-4,9.710084616451658e-4,0.001224889759921607,7.367025195226168e-4
sayest,0.0018564356435643563,5.548619780829519e-4,7.349338559529642e-4,2.946810078090467e-4
scattered,4.1254125412541255e-4,1.3871549452073797e-4,2.449779519843214e-4,2.946810078090467e-4
scourge,2.0627062706270627e-4,1.3871549452073797e-4,2.449779519843214e-4,4.420215117135701e-4
scribes,2.0627062706270627e-4,0.0020807324178110697,0.00514453699167075,0.0032414910858995136
scriptures,2.0627062706270627e-4,4.161464835622139e-4,4.899559039686428e-4,5.893620156180934e-4
sea,0.0020627062706270625,5.548619780829519e-4,0.0046545810877021065,0.0026521290702814205
season,4.1254125412541255e-4,8.322929671244278e-4,4.899559039686428e-4,1.4734050390452334e-4
secret,6.188118811881188e-4,2.7743098904147595e-4,2.449779519843214e-4,0.0011787240312361867
seed,6.188118811881188e-4,8.322929671244278e-4,0.0017148456638902498,0.0016207455429497568
seek,0.003094059405940594,0.0013871549452073796,9.799118079372856e-4,7.367025195226168e-4
seeking,2.0627062706270627e-4,5.548619780829519e-4,2.449779519843214e-4,2.946810078090467e-4
seeth,0.0028877887788778876,1.3871549452073797e-4,2.449779519843214e-4,4.420215117135701e-4
send,0.0012376237623762376,0.0013871549452073796,0.002449779519843214,0.0019154265507588036
sepulchre,0.002268976897689769,0.0011097239561659038,0.0014698677119059284,8.840430234271402e-4
servant,0.0014438943894389438,0.0034678873630184493,0.001224889759921607,0.0032414910858995136
servants,0.0014438943894389438,0.0012484394506866417,9.799118079372856e-4,0.0023574480624723735
set,0.0014438943894389438,0.0019420169232903315,0.002204801567858893,0.0011787240312361867
shalt,0.0016501650165016502,0.003606602857539187,0.0014698677119059284,0.004272874613231177
sheep,0.004537953795379538,2.7743098904147595e-4,4.899559039686428e-4,0.0016207455429497568
shew,0.0018564356435643563,0.0011097239561659038,9.799118079372856e-4,0.0013260645351407102
ship,0.0014438943894389438,5.548619780829519e-4,0.004409603135717786,0.0019154265507588036
shouldest,6.188118811881188e-4,1.3871549452073797e-4,2.449779519843214e-4,2.946810078090467e-4
sick,0.0010313531353135313,9.710084616451658e-4,0.0031847133757961785,0.002062767054663327
sight,8.250825082508251e-4,0.0015258704397281176,4.899559039686428e-4,4.420215117135701e-4
sign,4.1254125412541255e-4,0.0011097239561659038,9.799118079372856e-4,0.0016207455429497568
signs,4.1254125412541255e-4,4.161464835622139e-4,7.349338559529642e-4,2.946810078090467e-4
simon,0.0049504950495049506,0.0019420169232903315,0.002204801567858893,0.0013260645351407102
sinners,2.0627062706270627e-4,0.0015258704397281176,0.001224889759921607,7.367025195226168e-4
sins,0.0012376237623762376,0.0015258704397281176,0.0019598236158745713,8.840430234271402e-4
sister,0.0010313531353135313,2.7743098904147595e-4,2.449779519843214e-4,1.4734050390452334e-4
sisters,2.0627062706270627e-4,1.3871549452073797e-4,7.349338559529642e-4,2.946810078090467e-4
sit,2.0627062706270627e-4,0.0018033014287695936,0.0014698677119059284,0.0016207455429497568
sitting,6.188118811881188e-4,8.322929671244278e-4,0.001224889759921607,0.0010313835273316634
sixth,4.1254125412541255e-4,4.161464835622139e-4,2.449779519843214e-4,2.946810078090467e-4
sleep,6.188118811881188e-4,2.7743098904147595e-4,4.899559039686428e-4,2.946810078090467e-4
sleepeth,2.0627062706270627e-4,1.3871549452073797e-4,2.449779519843214e-4,1.4734050390452334e-4
smote,4.1254125412541255e-4,6.935774726036898e-4,4.899559039686428e-4,5.893620156180934e-4
sold,6.188118811881188e-4,4.161464835622139e-4,7.349338559529642e-4,8.840430234271402e-4
soldiers,0.0010313531353135313,4.161464835622139e-4,2.449779519843214e-4,5.893620156180934e-4
son,0.012995049504950494,0.020113746705507005,0.009309162175404213,0.011492559304552822
sons,4.1254125412541255e-4,4.161464835622139e-4,7.349338559529642e-4,5.893620156180934e-4
sorrowful,2.0627062706270627e-4,2.7743098904147595e-4,4.899559039686428e-4,5.893620156180934e-4
sought,0.0018564356435643563,0.0018033014287695936,0.001224889759921607,5.893620156180934e-4
soul,2.0627062706270627e-4,8.322929671244278e-4,0.001224889759921607,0.0010313835273316634
spake,0.006394389438943895,0.004855042308225829,0.0026947574718275357,0.0023574480624723735
speak,0.004125412541254125,0.0015258704397281176,0.002449779519843214,0.0016207455429497568
spirit,0.0037128712871287127,0.002913025384935497,0.004164625183733464,0.0014734050390452335
spoken,0.0037128712871287127,0.0012484394506866417,0.0014698677119059284,0.00221010755856785
stand,2.0627062706270627e-4,8.322929671244278e-4,0.0014698677119059284,7.367025195226168e-4
standing,6.188118811881188e-4,5.548619780829519e-4,4.899559039686428e-4,5.893620156180934e-4
steal,2.0627062706270627e-4,1.3871549452073797e-4,2.449779519843214e-4,5.893620156180934e-4
stone,0.002268976897689769,0.0013871549452073796,0.001224889759921607,0.0011787240312361867
stones,4.1254125412541255e-4,4.161464835622139e-4,7.349338559529642e-4,2.946810078090467e-4
stood,0.0033003300330033004,0.0026355943958940213,0.0019598236158745713,0.0010313835273316634
straight,2.0627062706270627e-4,4.161464835622139e-4,2.449779519843214e-4,1.4734050390452334e-4
straightway,2.0627062706270627e-4,5.548619780829519e-4,0.0046545810877021065,0.0011787240312361867
stretch,2.0627062706270627e-4,1.3871549452073797e-4,2.449779519843214e-4,1.4734050390452334e-4
surely,2.0627062706270627e-4,2.7743098904147595e-4,2.449779519843214e-4,1.4734050390452334e-4
sword,4.1254125412541255e-4,5.548619780829519e-4,2.449779519843214e-4,7.367025195226168e-4
synagogue,8.250825082508251e-4,0.0012484394506866417,0.0019598236158745713,2.946810078090467e-4
synagogues,2.0627062706270627e-4,9.710084616451658e-4,7.349338559529642e-4,0.0010313835273316634
tabernacles,2.0627062706270627e-4,1.3871549452073797e-4,2.449779519843214e-4,1.4734050390452334e-4
table,4.1254125412541255e-4,5.548619780829519e-4,2.449779519843214e-4,1.4734050390452334e-4
taketh,0.0010313531353135313,9.710084616451658e-4,0.0014698677119059284,8.840430234271402e-4
taking,2.0627062706270627e-4,4.161464835622139e-4,2.449779519843214e-4,1.4734050390452334e-4
talked,2.0627062706270627e-4,4.161464835622139e-4,2.449779519843214e-4,1.4734050390452334e-4
tarry,6.188118811881188e-4,2.7743098904147595e-4,2.449779519843214e-4,1.4734050390452334e-4
taste,2.0627062706270627e-4,2.7743098904147595e-4,2.449779519843214e-4,1.4734050390452334e-4
taught,0.0016501650165016502,0.0011097239561659038,0.002204801567858893,5.893620156180934e-4
teach,6.188118811881188e-4,2.7743098904147595e-4,9.799118079372856e-4,5.893620156180934e-4
temple,0.0028877887788778876,0.0026355943958940213,0.002939735423811857,0.002946810078090467
tempting,2.0627062706270627e-4,1.3871549452073797e-4,4.899559039686428e-4,4.420215117135701e-4
testimony,0.0010313531353135313,4.161464835622139e-4,7.349338559529642e-4,2.946810078090467e-4
thereof,8.250825082508251e-4,4.161464835622139e-4,2.449779519843214e-4,0.0013260645351407102
thereon,4.1254125412541255e-4,2.7743098904147595e-4,4.899559039686428e-4,5.893620156180934e-4
thief,6.188118811881188e-4,4.161464835622139e-4,2.449779519843214e-4,2.946810078090467e-4
thieves,2.0627062706270627e-4,4.161464835622139e-4,4.899559039686428e-4,7.367025195226168e-4
thine,0.0024752475247524753,0.0027743098904147593,9.799118079372856e-4,0.002946810078090467
thirty,4.1254125412541255e-4,1.3871549452073797e-4,2.449779519843214e-4,5.893620156180934e-4
thither,0.0010313531353135313,2.7743098904147595e-4,2.449779519843214e-4,1.4734050390452334e-4
thomas,0.0016501650165016502,1.3871549452073797e-4,2.449779519843214e-4,1.4734050390452334e-4
thorns,4.1254125412541255e-4,5.548619780829519e-4,9.799118079372856e-4,7.367025195226168e-4
thousand,2.0627062706270627e-4,4.161464835622139e-4,0.001224889759921607,7.367025195226168e-4
thrice,2.0627062706270627e-4,2.7743098904147595e-4,4.899559039686428e-4,2.946810078090467e-4
thyself,0.0016501650165016502,0.0012484394506866417,7.349338559529642e-4,8.840430234271402e-4
till,6.188118811881188e-4,0.0015258704397281176,0.001224889759921607,0.0023574480624723735
time,0.0035066006600660065,0.003190456373976973,0.002449779519843214,0.003683512597613084
told,0.003094059405940594,0.0019420169232903315,0.0017148456638902498,0.0010313835273316634
touch,2.0627062706270627e-4,4.161464835622139e-4,0.001224889759921607,2.946810078090467e-4
town,6.188118811881188e-4,1.3871549452073797e-4,7.349338559529642e-4,1.4734050390452334e-4
treasury,2.0627062706270627e-4,1.3871549452073797e-4,7.349338559529642e-4,1.4734050390452334e-4
tree,4.1254125412541255e-4,0.0015258704397281176,9.799118079372856e-4,0.00221010755856785
trees,2.0627062706270627e-4,2.7743098904147595e-4,4.899559039686428e-4,2.946810078090467e-4
troubled,0.0014438943894389438,5.548619780829519e-4,4.899559039686428e-4,4.420215117135701e-4
true,0.004125412541254125,1.3871549452073797e-4,2.449779519843214e-4,1.4734050390452334e-4
trust,2.0627062706270627e-4,1.3871549452073797e-4,2.449779519843214e-4,1.4734050390452334e-4
truth,0.005569306930693069,6.935774726036898e-4,7.349338559529642e-4,4.420215117135701e-4
twelve,0.0012376237623762376,0.0018033014287695936,0.0034296913277804997,0.0019154265507588036
understand,4.1254125412541255e-4,2.7743098904147595e-4,0.0014698677119059284,0.0011787240312361867
understood,6.188118811881188e-4,4.161464835622139e-4,2.449779519843214e-4,5.893620156180934e-4
verily,0.010313531353135313,0.0011097239561659038,0.0036746692797648213,0.0044202151171357
vine,6.188118811881188e-4,1.3871549452073797e-4,2.449779519843214e-4,1.4734050390452334e-4
vinegar,6.188118811881188e-4,1.3871549452073797e-4,2.449779519843214e-4,2.946810078090467e-4
voice,0.0028877887788778876,0.0016645859342488557,0.0017148456638902498,0.0010313835273316634
walk,0.0016501650165016502,8.322929671244278e-4,4.899559039686428e-4,4.420215117135701e-4
walking,2.0627062706270627e-4,1.3871549452073797e-4,9.799118079372856e-4,4.420215117135701e-4
wash,0.0016501650165016502,1.3871549452073797e-4,4.899559039686428e-4,2.946810078090467e-4
water,0.0049504950495049506,9.710084616451658e-4,9.799118079372856e-4,0.0010313835273316634
week,4.1254125412541255e-4,2.7743098904147595e-4,4.899559039686428e-4,1.4734050390452334e-4
wept,4.1254125412541255e-4,5.548619780829519e-4,7.349338559529642e-4,1.4734050390452334e-4
whatsoever,0.002268976897689769,9.710084616451658e-4,0.002204801567858893,0.0023574480624723735
wherewith,4.1254125412541255e-4,2.7743098904147595e-4,4.899559039686428e-4,1.4734050390452334e-4
white,4.1254125412541255e-4,1.3871549452073797e-4,7.349338559529642e-4,4.420215117135701e-4
whomsoever,2.0627062706270627e-4,4.161464835622139e-4,4.899559039686428e-4,4.420215117135701e-4
whosoever,0.0020627062706270625,0.002913025384935497,0.0036746692797648213,0.005304258140562841
wife,2.0627062706270627e-4,0.0024968789013732834,0.0026947574718275357,0.002504788566376897
wilderness,8.250825082508251e-4,9.710084616451658e-4,0.001224889759921607,7.367025195226168e-4
wilt,0.0010313531353135313,6.935774726036898e-4,0.001224889759921607,0.0016207455429497568
wind,4.1254125412541255e-4,5.548619780829519e-4,0.0014698677119059284,5.893620156180934e-4
wine,0.0012376237623762376,9.710084616451658e-4,0.001224889759921607,4.420215117135701e-4
wise,4.1254125412541255e-4,5.548619780829519e-4,2.449779519843214e-4,0.002504788566376897
withered,4.1254125412541255e-4,4.161464835622139e-4,9.799118079372856e-4,5.893620156180934e-4
witness,0.004331683168316832,5.548619780829519e-4,0.0019598236158745713,8.840430234271402e-4
woman,0.004744224422442244,0.0026355943958940213,0.0017148456638902498,0.0014734050390452335
word,0.004537953795379538,0.0027743098904147593,0.0031847133757961785,0.0027994695741859438
words,0.003919141914191419,0.0015258704397281176,0.001224889759921607,8.840430234271402e-4
world,0.0165016501650165,0.0013871549452073796,0.001224889759921607,0.0026521290702814205
worse,4.1254125412541255e-4,1.3871549452073797e-4,4.899559039686428e-4,4.420215117135701e-4
worship,0.0018564356435643563,4.161464835622139e-4,2.449779519843214e-4,7.367025195226168e-4
worshipped,4.1254125412541255e-4,1.3871549452073797e-4,4.899559039686428e-4,0.0011787240312361867
worthy,2.0627062706270627e-4,0.0016645859342488557,2.449779519843214e-4,0.0014734050390452335
wrapped,2.0627062706270627e-4,4.161464835622139e-4,2.449779519843214e-4,1.4734050390452334e-4
written,0.003094059405940594,0.0023581634068525455,0.0019598236158745713,0.0014734050390452335
zebedee,2.0627062706270627e-4,1.3871549452073797e-4,9.799118079372856e-4,5.893620156180934e-4
